,Country,Gender,Demographics Response,Question,Value
4796,Guatemala,M,35-49,... if she neglects the children,2.5
4797,Guatemala,M,15-24,... if she refuses to have sex with him,1.7
4798,Guatemala,M,25-34,... if she refuses to have sex with him,1.2
4799,Guatemala,M,35-49,... if she refuses to have sex with him,1.3
4864,Guinea,F,15-24,... if she burns the food,22.0
4869,Guinea,F,25-34,... if she burns the food,24.1
4870,Guinea,F,35-49,... if she burns the food,25.1
4877,Guinea,M,25-34,... if she burns the food,13.9
4880,Guinea,M,35-49,... if she burns the food,14.6
4887,Guinea,M,15-24,... if she burns the food,20.7
4890,Guinea,F,15-24,... for at least one specific reason,56.35000000000001
4891,Guinea,F,25-34,... for at least one specific reason,56.35000000000001
4892,Guinea,F,35-49,... for at least one specific reason,56.35000000000001
4893,Guinea,F,15-24,... if she argues with him,47.2
4894,Guinea,F,25-34,... if she argues with him,49.5
4895,Guinea,F,35-49,... if she argues with him,51.0
4896,Guinea,F,15-24,... if she goes out without telling him,51.3
4897,Guinea,F,25-34,... if she goes out without telling him,55.5
4898,Guinea,F,35-49,... if she goes out without telling him,55.6
4899,Guinea,F,15-24,... if she neglects the children,50.4
4900,Guinea,F,25-34,... if she neglects the children,53.6
4901,Guinea,F,35-49,... if she neglects the children,53.7
4902,Guinea,F,15-24,... if she refuses to have sex with him,42.3
4903,Guinea,F,25-34,... if she refuses to have sex with him,51.5
4904,Guinea,F,35-49,... if she refuses to have sex with him,51.0
4965,Guinea,M,15-24,... for at least one specific reason,56.0
4966,Guinea,M,25-34,... for at least one specific reason,56.35000000000001
4967,Guinea,M,35-49,... for at least one specific reason,53.2
4968,Guinea,M,15-24,... if she argues with him,34.4
4969,Guinea,M,25-34,... if she argues with him,32.0
4970,Guinea,M,35-49,... if she argues with him,29.9
4971,Guinea,M,15-24,... if she goes out without telling him,37.4
4972,Guinea,M,25-34,... if she goes out without telling him,39.1
4973,Guinea,M,35-49,... if she goes out without telling him,36.8
4974,Guinea,M,15-24,... if she neglects the children,43.3
4975,Guinea,M,25-34,... if she neglects the children,43.8
4976,Guinea,M,35-49,... if she neglects the children,42.9
4977,Guinea,M,15-24,... if she refuses to have sex with him,26.0
4978,Guinea,M,25-34,... if she refuses to have sex with him,24.4
4979,Guinea,M,35-49,... if she refuses to have sex with him,25.9
5046,Guyana,F,15-24,... if she burns the food,3.3
5047,Guyana,F,35-49,... if she burns the food,3.5
5048,Guyana,F,25-34,... if she burns the food,3.8
5058,Guyana,M,25-34,... if she burns the food,3.1
5061,Guyana,M,35-49,... if she burns the food,3.6
5067,Guyana,M,15-24,... if she burns the food,4.7
5070,Guyana,F,15-24,... for at least one specific reason,16.5
5071,Guyana,F,25-34,... for at least one specific reason,15.4
5072,Guyana,F,35-49,... for at least one specific reason,16.6
5073,Guyana,F,15-24,... if she argues with him,6.2
5074,Guyana,F,25-34,... if she argues with him,6.8
5075,Guyana,F,35-49,... if she argues with him,7.1
5076,Guyana,F,15-24,... if she goes out without telling him,5.0
5077,Guyana,F,25-34,... if she goes out without telling him,6.6
5078,Guyana,F,35-49,... if she goes out without telling him,5.9
5079,Guyana,F,15-24,... if she neglects the children,11.7
5080,Guyana,F,25-34,... if she neglects the children,11.2
5081,Guyana,F,35-49,... if she neglects the children,11.9
5082,Guyana,F,15-24,... if she refuses to have sex with him,3.3
5083,Guyana,F,25-34,... if she refuses to have sex with him,4.9
5084,Guyana,F,35-49,... if she refuses to have sex with him,4.9
5145,Guyana,M,15-24,... for at least one specific reason,23.0
5146,Guyana,M,25-34,... for at least one specific reason,15.6
5147,Guyana,M,35-49,... for at least one specific reason,18.6
5148,Guyana,M,15-24,... if she argues with him,8.4
5149,Guyana,M,25-34,... if she argues with him,6.0
5150,Guyana,M,35-49,... if she argues with him,8.6
5151,Guyana,M,15-24,... if she goes out without telling him,7.7
5152,Guyana,M,25-34,... if she goes out without telling him,6.2
5153,Guyana,M,35-49,... if she goes out without telling him,6.2
5154,Guyana,M,15-24,... if she neglects the children,16.9
5155,Guyana,M,25-34,... if she neglects the children,9.6
5156,Guyana,M,35-49,... if she neglects the children,12.7
5157,Guyana,M,15-24,... if she refuses to have sex with him,4.6
5158,Guyana,M,25-34,... if she refuses to have sex with him,3.3
5159,Guyana,M,35-49,... if she refuses to have sex with him,2.8
5221,Haiti,F,25-34,... if she burns the food,2.7
5224,Haiti,F,35-49,... if she burns the food,3.1
5232,Haiti,F,15-24,... if she burns the food,5.5
5236,Haiti,M,35-49,... if she burns the food,0.9
5239,Haiti,M,25-34,... if she burns the food,1.3
5247,Haiti,M,15-24,... if she burns the food,2.6
5250,Haiti,F,15-24,... for at least one specific reason,19.3
5251,Haiti,F,25-34,... for at least one specific reason,14.2
5252,Haiti,F,35-49,... for at least one specific reason,15.1
5253,Haiti,F,15-24,... if she argues with him,2.7
5254,Haiti,F,25-34,... if she argues with him,2.2
5255,Haiti,F,35-49,... if she argues with him,2.5
5256,Haiti,F,15-24,... if she goes out without telling him,12.6
5257,Haiti,F,25-34,... if she goes out without telling him,10.1
5258,Haiti,F,35-49,... if she goes out without telling him,10.2
5259,Haiti,F,15-24,... if she neglects the children,12.4
5260,Haiti,F,25-34,... if she neglects the children,8.3
5261,Haiti,F,35-49,... if she neglects the children,8.5
5262,Haiti,F,15-24,... if she refuses to have sex with him,4.7
5263,Haiti,F,25-34,... if she refuses to have sex with him,4.1
5264,Haiti,F,35-49,... if she refuses to have sex with him,5.5
5325,Haiti,M,15-24,... for at least one specific reason,14.1
5326,Haiti,M,25-34,... for at least one specific reason,9.1
5327,Haiti,M,35-49,... for at least one specific reason,7.3
5328,Haiti,M,15-24,... if she argues with him,2.2
5329,Haiti,M,25-34,... if she argues with him,1.4
5330,Haiti,M,35-49,... if she argues with him,0.8
5331,Haiti,M,15-24,... if she goes out without telling him,8.2
5332,Haiti,M,25-34,... if she goes out without telling him,6.3
5333,Haiti,M,35-49,... if she goes out without telling him,5.1
5334,Haiti,M,15-24,... if she neglects the children,8.9
5335,Haiti,M,25-34,... if she neglects the children,4.1
5336,Haiti,M,35-49,... if she neglects the children,3.6
5337,Haiti,M,15-24,... if she refuses to have sex with him,3.3
5338,Haiti,M,25-34,... if she refuses to have sex with him,1.8
5339,Haiti,M,35-49,... if she refuses to have sex with him,1.9
5404,Honduras,F,25-34,... if she burns the food,3.9
5406,Honduras,F,35-49,... if she burns the food,4.2
5409,Honduras,F,15-24,... if she burns the food,4.5
5417,Honduras,M,35-49,... if she burns the food,1.4
5421,Honduras,M,25-34,... if she burns the food,2.7
5427,Honduras,M,15-24,... if she burns the food,4.6
5430,Honduras,F,15-24,... for at least one specific reason,13.2
5431,Honduras,F,25-34,... for at least one specific reason,11.1
5432,Honduras,F,35-49,... for at least one specific reason,12.5
5433,Honduras,F,15-24,... if she argues with him,5.1
5434,Honduras,F,25-34,... if she argues with him,4.5
5435,Honduras,F,35-49,... if she argues with him,4.8
5436,Honduras,F,15-24,... if she goes out without telling him,4.5
5437,Honduras,F,25-34,... if she goes out without telling him,3.9
5438,Honduras,F,35-49,... if she goes out without telling him,4.6
5439,Honduras,F,15-24,... if she neglects the children,10.1
5440,Honduras,F,25-34,... if she neglects the children,8.8
5441,Honduras,F,35-49,... if she neglects the children,9.3
5442,Honduras,F,15-24,... if she refuses to have sex with him,2.3
5443,Honduras,F,25-34,... if she refuses to have sex with him,2.0
5444,Honduras,F,35-49,... if she refuses to have sex with him,2.6
5505,Honduras,M,15-24,... for at least one specific reason,13.6
5506,Honduras,M,25-34,... for at least one specific reason,7.8
5507,Honduras,M,35-49,... for at least one specific reason,6.9
5508,Honduras,M,15-24,... if she argues with him,6.0
5509,Honduras,M,25-34,... if she argues with him,2.7
5510,Honduras,M,35-49,... if she argues with him,2.9
5511,Honduras,M,15-24,... if she goes out without telling him,4.3
5512,Honduras,M,25-34,... if she goes out without telling him,2.4
5513,Honduras,M,35-49,... if she goes out without telling him,2.0
5514,Honduras,M,15-24,... if she neglects the children,10.2
5515,Honduras,M,25-34,... if she neglects the children,4.8
5516,Honduras,M,35-49,... if she neglects the children,5.4
5517,Honduras,M,15-24,... if she refuses to have sex with him,4.1
5518,Honduras,M,25-34,... if she refuses to have sex with him,1.5
5519,Honduras,M,35-49,... if she refuses to have sex with him,1.1
5584,India,F,15-24,... if she burns the food,17.5
5586,India,F,25-34,... if she burns the food,18.8
5588,India,F,35-49,... if she burns the food,21.1
5597,India,M,35-49,... if she burns the food,9.2
5602,India,M,25-34,... if she burns the food,10.2
5605,India,M,15-24,... if she burns the food,11.2
5610,India,F,15-24,... for at least one specific reason,41.6
5611,India,F,25-34,... for at least one specific reason,44.7
5612,India,F,35-49,... for at least one specific reason,47.7
5613,India,F,15-24,... if she argues with him,26.4
5614,India,F,25-34,... if she argues with him,29.1
5615,India,F,35-49,... if she argues with him,31.7
5616,India,F,15-24,... if she goes out without telling him,23.6
5617,India,F,25-34,... if she goes out without telling him,26.2
5618,India,F,35-49,... if she goes out without telling him,28.6
5619,India,F,15-24,... if she neglects the children,30.4
5620,India,F,25-34,... if she neglects the children,32.8
5621,India,F,35-49,... if she neglects the children,35.1
5622,India,F,15-24,... if she refuses to have sex with him,11.4
5623,India,F,25-34,... if she refuses to have sex with him,13.4
5624,India,F,35-49,... if she refuses to have sex with him,15.1
5685,India,M,15-24,... for at least one specific reason,33.7
5686,India,M,25-34,... for at least one specific reason,31.3
5687,India,M,35-49,... for at least one specific reason,30.6
5688,India,M,15-24,... if she argues with him,22.4
5689,India,M,25-34,... if she argues with him,19.6
5690,India,M,35-49,... if she argues with him,19.3
5691,India,M,15-24,... if she goes out without telling him,17.5
5692,India,M,25-34,... if she goes out without telling him,15.5
5693,India,M,35-49,... if she goes out without telling him,14.9
5694,India,M,15-24,... if she neglects the children,20.7
5695,India,M,25-34,... if she neglects the children,19.9
5696,India,M,35-49,... if she neglects the children,18.9
5697,India,M,15-24,... if she refuses to have sex with him,10.3
5698,India,M,25-34,... if she refuses to have sex with him,8.6
5699,India,M,35-49,... if she refuses to have sex with him,8.1
5763,Indonesia,F,25-34,... if she burns the food,2.1
5766,Indonesia,F,35-49,... if she burns the food,2.5
5769,Indonesia,F,15-24,... if she burns the food,3.1
5781,Indonesia,M,15-24,... if she burns the food,0.8
5782,Indonesia,M,25-34,... if she burns the food,0.8
5785,Indonesia,M,35-49,... if she burns the food,0.9
5790,Indonesia,F,15-24,... for at least one specific reason,42.2
5791,Indonesia,F,25-34,... for at least one specific reason,34.5
5792,Indonesia,F,35-49,... for at least one specific reason,28.9
5793,Indonesia,F,15-24,... if she argues with him,6.9
5794,Indonesia,F,25-34,... if she argues with him,5.1
5795,Indonesia,F,35-49,... if she argues with him,5.2
5796,Indonesia,F,15-24,... if she goes out without telling him,26.9
5797,Indonesia,F,25-34,... if she goes out without telling him,24.8
5798,Indonesia,F,35-49,... if she goes out without telling him,21.4
5799,Indonesia,F,15-24,... if she neglects the children,34.3
5800,Indonesia,F,25-34,... if she neglects the children,27.6
5801,Indonesia,F,35-49,... if she neglects the children,22.0
5802,Indonesia,F,15-24,... if she refuses to have sex with him,10.3
5803,Indonesia,F,25-34,... if she refuses to have sex with him,8.7
5804,Indonesia,F,35-49,... if she refuses to have sex with him,8.1
5865,Indonesia,M,15-24,... for at least one specific reason,24.8
5866,Indonesia,M,25-34,... for at least one specific reason,20.1
5867,Indonesia,M,35-49,... for at least one specific reason,16.7
5868,Indonesia,M,15-24,... if she argues with him,4.4
5869,Indonesia,M,25-34,... if she argues with him,4.3
5870,Indonesia,M,35-49,... if she argues with him,2.8
5871,Indonesia,M,15-24,... if she goes out without telling him,12.4
5872,Indonesia,M,25-34,... if she goes out without telling him,12.6
5873,Indonesia,M,35-49,... if she goes out without telling him,12.0
5874,Indonesia,M,15-24,... if she neglects the children,18.3
5875,Indonesia,M,25-34,... if she neglects the children,15.0
5876,Indonesia,M,35-49,... if she neglects the children,10.7
5877,Indonesia,M,15-24,... if she refuses to have sex with him,3.7
5878,Indonesia,M,25-34,... if she refuses to have sex with him,3.4
5879,Indonesia,M,35-49,... if she refuses to have sex with him,3.0
5943,Jordan,F,15-24,... if she burns the food,1.8
5947,Jordan,F,35-49,... if she burns the food,2.3
5950,Jordan,F,15-24,... for at least one specific reason,15.7
5951,Jordan,F,25-34,... for at least one specific reason,14.6
5952,Jordan,F,35-49,... for at least one specific reason,13.4
5953,Jordan,F,15-24,... if she argues with him,6.8
5954,Jordan,F,25-34,... if she argues with him,6.1
5955,Jordan,F,35-49,... if she argues with him,5.6
5956,Jordan,F,25-34,... if she burns the food,2.7
5957,Jordan,F,15-24,... if she goes out without telling him,9.5
5958,Jordan,F,25-34,... if she goes out without telling him,7.2
5959,Jordan,F,35-49,... if she goes out without telling him,6.5
5960,Jordan,F,15-24,... if she neglects the children,5.8
5961,Jordan,F,25-34,... if she neglects the children,7.3
5962,Jordan,F,35-49,... if she neglects the children,6.6
5963,Jordan,F,15-24,... if she refuses to have sex with him,14.9
5964,Jordan,F,25-34,... if she refuses to have sex with him,14.9
5965,Jordan,F,35-49,... if she refuses to have sex with him,14.9
6030,Jordan,M,15-24,... for at least one specific reason,33.1
6031,Jordan,M,25-34,... for at least one specific reason,31.8
6032,Jordan,M,35-49,... for at least one specific reason,25.1
6033,Jordan,M,15-24,... if she argues with him,19.8
6034,Jordan,M,25-34,... if she argues with him,18.2
6035,Jordan,M,35-49,... if she argues with him,13.8
6036,Jordan,M,15-24,... if she burns the food,12.0
6037,Jordan,M,25-34,... if she burns the food,6.8
6038,Jordan,M,35-49,... if she burns the food,4.8
6039,Jordan,M,15-24,... if she goes out without telling him,21.1
6040,Jordan,M,25-34,... if she goes out without telling him,18.4
6041,Jordan,M,35-49,... if she goes out without telling him,15.2
6042,Jordan,M,15-24,... if she neglects the children,15.6
6043,Jordan,M,25-34,... if she neglects the children,13.5
6044,Jordan,M,35-49,... if she neglects the children,9.6
6045,Jordan,M,15-24,... if she refuses to have sex with him,14.9
6046,Jordan,M,25-34,... if she refuses to have sex with him,14.9
6047,Jordan,M,35-49,... if she refuses to have sex with him,14.9
6120,Kenya,F,15-24,... for at least one specific reason,42.0
6121,Kenya,F,25-34,... for at least one specific reason,39.8
6122,Kenya,F,35-49,... for at least one specific reason,44.0
6123,Kenya,F,15-24,... if she argues with him,20.9
6124,Kenya,F,25-34,... if she argues with him,20.1
6125,Kenya,F,35-49,... if she argues with him,22.1
6126,Kenya,F,15-24,... if she burns the food,7.0
6127,Kenya,F,25-34,... if she burns the food,6.4
6128,Kenya,F,35-49,... if she burns the food,7.9
6129,Kenya,F,15-24,... if she goes out without telling him,21.5
6130,Kenya,F,25-34,... if she goes out without telling him,21.1
6131,Kenya,F,35-49,... if she goes out without telling him,23.0
6132,Kenya,F,15-24,... if she neglects the children,33.1
6133,Kenya,F,25-34,... if she neglects the children,31.7
6134,Kenya,F,35-49,... if she neglects the children,35.4
6135,Kenya,F,15-24,... if she refuses to have sex with him,12.2
6136,Kenya,F,25-34,... if she refuses to have sex with him,14.4
6137,Kenya,F,35-49,... if she refuses to have sex with him,19.9
6210,Kenya,M,15-24,... for at least one specific reason,38.6
6211,Kenya,M,25-34,... for at least one specific reason,36.2
6212,Kenya,M,35-49,... for at least one specific reason,33.6
6213,Kenya,M,15-24,... if she argues with him,20.7
6214,Kenya,M,25-34,... if she argues with him,20.9
6215,Kenya,M,35-49,... if she argues with him,19.8
6216,Kenya,M,15-24,... if she burns the food,5.2
6217,Kenya,M,25-34,... if she burns the food,4.6
6218,Kenya,M,35-49,... if she burns the food,3.6
6219,Kenya,M,15-24,... if she goes out without telling him,18.1
6220,Kenya,M,25-34,... if she goes out without telling him,18.9
6221,Kenya,M,35-49,... if she goes out without telling him,18.6
6222,Kenya,M,15-24,... if she neglects the children,27.9
6223,Kenya,M,25-34,... if she neglects the children,28.6
6224,Kenya,M,35-49,... if she neglects the children,25.3
6225,Kenya,M,15-24,... if she refuses to have sex with him,10.6
6226,Kenya,M,25-34,... if she refuses to have sex with him,9.6
6227,Kenya,M,35-49,... if she refuses to have sex with him,9.2
6300,Kyrgyz Republic,F,15-24,... for at least one specific reason,27.9
6301,Kyrgyz Republic,F,25-34,... for at least one specific reason,38.0
6302,Kyrgyz Republic,F,35-49,... for at least one specific reason,36.8
6303,Kyrgyz Republic,F,15-24,... if she argues with him,13.6
6304,Kyrgyz Republic,F,25-34,... if she argues with him,19.0
6305,Kyrgyz Republic,F,35-49,... if she argues with him,18.5
6306,Kyrgyz Republic,F,15-24,... if she burns the food,4.4
6307,Kyrgyz Republic,F,25-34,... if she burns the food,7.6
6308,Kyrgyz Republic,F,35-49,... if she burns the food,7.3
6309,Kyrgyz Republic,F,15-24,... if she goes out without telling him,18.2
6310,Kyrgyz Republic,F,25-34,... if she goes out without telling him,26.1
6311,Kyrgyz Republic,F,35-49,... if she goes out without telling him,26.2
6312,Kyrgyz Republic,F,15-24,... if she neglects the children,21.8
6313,Kyrgyz Republic,F,25-34,... if she neglects the children,29.1
6314,Kyrgyz Republic,F,35-49,... if she neglects the children,27.1
6315,Kyrgyz Republic,F,15-24,... if she refuses to have sex with him,4.5
6316,Kyrgyz Republic,F,25-34,... if she refuses to have sex with him,9.5
6317,Kyrgyz Republic,F,35-49,... if she refuses to have sex with him,8.8
6390,Kyrgyz Republic,M,15-24,... for at least one specific reason,47.4
6391,Kyrgyz Republic,M,25-34,... for at least one specific reason,56.2
6392,Kyrgyz Republic,M,35-49,... for at least one specific reason,48.3
6393,Kyrgyz Republic,M,15-24,... if she argues with him,18.7
6394,Kyrgyz Republic,M,25-34,... if she argues with him,27.9
6395,Kyrgyz Republic,M,35-49,... if she argues with him,25.0
6396,Kyrgyz Republic,M,15-24,... if she burns the food,6.7
6397,Kyrgyz Republic,M,25-34,... if she burns the food,4.3
6398,Kyrgyz Republic,M,35-49,... if she burns the food,3.7
6399,Kyrgyz Republic,M,15-24,... if she goes out without telling him,30.7
6400,Kyrgyz Republic,M,25-34,... if she goes out without telling him,42.9
6401,Kyrgyz Republic,M,35-49,... if she goes out without telling him,35.2
6402,Kyrgyz Republic,M,15-24,... if she neglects the children,42.2
6403,Kyrgyz Republic,M,25-34,... if she neglects the children,49.9
6404,Kyrgyz Republic,M,35-49,... if she neglects the children,43.1
6405,Kyrgyz Republic,M,15-24,... if she refuses to have sex with him,7.0
6406,Kyrgyz Republic,M,25-34,... if she refuses to have sex with him,5.5
6407,Kyrgyz Republic,M,35-49,... if she refuses to have sex with him,4.5
6480,Lesotho,F,15-24,... for at least one specific reason,41.3
6481,Lesotho,F,25-34,... for at least one specific reason,27.8
6482,Lesotho,F,35-49,... for at least one specific reason,27.3
6483,Lesotho,F,15-24,... if she argues with him,31.1
6484,Lesotho,F,25-34,... if she argues with him,20.8
6485,Lesotho,F,35-49,... if she argues with him,18.9
6486,Lesotho,F,15-24,... if she burns the food,8.5
6487,Lesotho,F,25-34,... if she burns the food,4.7
6488,Lesotho,F,35-49,... if she burns the food,4.9
6489,Lesotho,F,15-24,... if she goes out without telling him,13.3
6490,Lesotho,F,25-34,... if she goes out without telling him,8.8
6491,Lesotho,F,35-49,... if she goes out without telling him,9.0
6492,Lesotho,F,15-24,... if she neglects the children,27.5
6493,Lesotho,F,25-34,... if she neglects the children,17.7
6494,Lesotho,F,35-49,... if she neglects the children,18.3
6495,Lesotho,F,15-24,... if she refuses to have sex with him,10.3
6496,Lesotho,F,25-34,... if she refuses to have sex with him,8.3
6497,Lesotho,F,35-49,... if she refuses to have sex with him,9.4
6570,Lesotho,M,15-24,... for at least one specific reason,46.2
6571,Lesotho,M,25-34,... for at least one specific reason,35.8
6572,Lesotho,M,35-49,... for at least one specific reason,31.5
6573,Lesotho,M,15-24,... if she argues with him,29.7
6574,Lesotho,M,25-34,... if she argues with him,22.4
6575,Lesotho,M,35-49,... if she argues with him,22.3
6576,Lesotho,M,15-24,... if she burns the food,8.5
6577,Lesotho,M,25-34,... if she burns the food,3.9
6578,Lesotho,M,35-49,... if she burns the food,5.2
6579,Lesotho,M,15-24,... if she goes out without telling him,15.7
6580,Lesotho,M,25-34,... if she goes out without telling him,14.5
6581,Lesotho,M,35-49,... if she goes out without telling him,16.9
6582,Lesotho,M,15-24,... if she neglects the children,31.7
6583,Lesotho,M,25-34,... if she neglects the children,23.2
6584,Lesotho,M,35-49,... if she neglects the children,18.8
6585,Lesotho,M,15-24,... if she refuses to have sex with him,9.6
6586,Lesotho,M,25-34,... if she refuses to have sex with him,7.9
6587,Lesotho,M,35-49,... if she refuses to have sex with him,10.0
6660,Liberia,F,15-24,... for at least one specific reason,44.3
6661,Liberia,F,25-34,... for at least one specific reason,41.8
6662,Liberia,F,35-49,... for at least one specific reason,40.8
6663,Liberia,F,15-24,... if she argues with him,34.2
6664,Liberia,F,25-34,... if she argues with him,32.7
6665,Liberia,F,35-49,... if she argues with him,32.1
6666,Liberia,F,15-24,... if she burns the food,7.8
6667,Liberia,F,25-34,... if she burns the food,7.4
6668,Liberia,F,35-49,... if she burns the food,6.8
6669,Liberia,F,15-24,... if she goes out without telling him,29.2
6670,Liberia,F,25-34,... if she goes out without telling him,28.3
6671,Liberia,F,35-49,... if she goes out without telling him,27.7
6672,Liberia,F,15-24,... if she neglects the children,34.5
6673,Liberia,F,25-34,... if she neglects the children,31.1
6674,Liberia,F,35-49,... if she neglects the children,30.3
6675,Liberia,F,15-24,... if she refuses to have sex with him,10.2
6676,Liberia,F,25-34,... if she refuses to have sex with him,11.0
6677,Liberia,F,35-49,... if she refuses to have sex with him,11.0
6750,Liberia,M,15-24,... for at least one specific reason,28.1
6751,Liberia,M,25-34,... for at least one specific reason,25.9
6752,Liberia,M,35-49,... for at least one specific reason,17.8
6753,Liberia,M,15-24,... if she argues with him,21.2
6754,Liberia,M,25-34,... if she argues with him,19.3
6755,Liberia,M,35-49,... if she argues with him,13.2
6756,Liberia,M,15-24,... if she burns the food,4.1
6757,Liberia,M,25-34,... if she burns the food,2.5
6758,Liberia,M,35-49,... if she burns the food,1.0
6759,Liberia,M,15-24,... if she goes out without telling him,16.3
6760,Liberia,M,25-34,... if she goes out without telling him,14.3
6761,Liberia,M,35-49,... if she goes out without telling him,10.9
6762,Liberia,M,15-24,... if she neglects the children,18.0
6763,Liberia,M,25-34,... if she neglects the children,13.2
6764,Liberia,M,35-49,... if she neglects the children,11.7
6765,Liberia,M,15-24,... if she refuses to have sex with him,5.3
6766,Liberia,M,25-34,... if she refuses to have sex with him,3.5
6767,Liberia,M,35-49,... if she refuses to have sex with him,3.1
6840,Madagascar,F,15-24,... for at least one specific reason,34.7
6841,Madagascar,F,25-34,... for at least one specific reason,31.6
6842,Madagascar,F,35-49,... for at least one specific reason,29.9
6843,Madagascar,F,15-24,... if she argues with him,6.4
6844,Madagascar,F,25-34,... if she argues with him,5.8
6845,Madagascar,F,35-49,... if she argues with him,5.5
6846,Madagascar,F,15-24,... if she burns the food,8.4
6847,Madagascar,F,25-34,... if she burns the food,6.6
6848,Madagascar,F,35-49,... if she burns the food,6.4
6849,Madagascar,F,15-24,... if she goes out without telling him,20.6
6850,Madagascar,F,25-34,... if she goes out without telling him,19.0
6851,Madagascar,F,35-49,... if she goes out without telling him,17.6
6852,Madagascar,F,15-24,... if she neglects the children,30.0
6853,Madagascar,F,25-34,... if she neglects the children,27.8
6854,Madagascar,F,35-49,... if she neglects the children,26.2
6855,Madagascar,F,15-24,... if she refuses to have sex with him,9.7
6856,Madagascar,F,25-34,... if she refuses to have sex with him,9.1
6857,Madagascar,F,35-49,... if she refuses to have sex with him,8.7
6930,Madagascar,M,15-24,... for at least one specific reason,33.9
6931,Madagascar,M,25-34,... for at least one specific reason,29.7
6932,Madagascar,M,35-49,... for at least one specific reason,25.5
6933,Madagascar,M,15-24,... if she argues with him,10.0
6934,Madagascar,M,25-34,... if she argues with him,9.0
6935,Madagascar,M,35-49,... if she argues with him,7.6
6936,Madagascar,M,15-24,... if she burns the food,7.1
6937,Madagascar,M,25-34,... if she burns the food,6.6
6938,Madagascar,M,35-49,... if she burns the food,5.2
6939,Madagascar,M,15-24,... if she goes out without telling him,21.2
6940,Madagascar,M,25-34,... if she goes out without telling him,18.7
6941,Madagascar,M,35-49,... if she goes out without telling him,16.2
6942,Madagascar,M,15-24,... if she neglects the children,27.1
6943,Madagascar,M,25-34,... if she neglects the children,23.9
6944,Madagascar,M,35-49,... if she neglects the children,20.8
6945,Madagascar,M,15-24,... if she refuses to have sex with him,9.3
6946,Madagascar,M,25-34,... if she refuses to have sex with him,8.4
6947,Madagascar,M,35-49,... if she refuses to have sex with him,6.3
7020,Malawi,F,15-24,... for at least one specific reason,18.6
7021,Malawi,F,25-34,... for at least one specific reason,14.6
7022,Malawi,F,35-49,... for at least one specific reason,14.7
7023,Malawi,F,15-24,... if she argues with him,8.0
7024,Malawi,F,25-34,... if she argues with him,5.7
7025,Malawi,F,35-49,... if she argues with him,5.8
7026,Malawi,F,15-24,... if she burns the food,6.6
7027,Malawi,F,25-34,... if she burns the food,4.6
7028,Malawi,F,35-49,... if she burns the food,5.0
7029,Malawi,F,15-24,... if she goes out without telling him,8.2
7030,Malawi,F,25-34,... if she goes out without telling him,5.6
7031,Malawi,F,35-49,... if she goes out without telling him,6.3
7032,Malawi,F,15-24,... if she neglects the children,10.5
7033,Malawi,F,25-34,... if she neglects the children,7.6
7034,Malawi,F,35-49,... if she neglects the children,7.4
7035,Malawi,F,15-24,... if she refuses to have sex with him,8.7
7036,Malawi,F,25-34,... if she refuses to have sex with him,8.0
7037,Malawi,F,35-49,... if she refuses to have sex with him,8.2
7110,Malawi,M,15-24,... for at least one specific reason,19.6
7111,Malawi,M,25-34,... for at least one specific reason,8.8
7112,Malawi,M,35-49,... for at least one specific reason,6.4
7113,Malawi,M,15-24,... if she argues with him,8.4
7114,Malawi,M,25-34,... if she argues with him,2.9
7115,Malawi,M,35-49,... if she argues with him,2.4
7116,Malawi,M,15-24,... if she burns the food,3.5
7117,Malawi,M,25-34,... if she burns the food,1.5
7118,Malawi,M,35-49,... if she burns the food,1.0
7119,Malawi,M,15-24,... if she goes out without telling him,7.2
7120,Malawi,M,25-34,... if she goes out without telling him,3.1
7121,Malawi,M,35-49,... if she goes out without telling him,2.4
7122,Malawi,M,15-24,... if she neglects the children,10.6
7123,Malawi,M,25-34,... if she neglects the children,3.3
7124,Malawi,M,35-49,... if she neglects the children,2.7
7125,Malawi,M,15-24,... if she refuses to have sex with him,7.3
7126,Malawi,M,25-34,... if she refuses to have sex with him,3.5
7127,Malawi,M,35-49,... if she refuses to have sex with him,2.2
7200,Maldives,F,15-24,... for at least one specific reason,27.3
7201,Maldives,F,25-34,... for at least one specific reason,19.4
7202,Maldives,F,35-49,... for at least one specific reason,20.0
7203,Maldives,F,15-24,... if she argues with him,14.9
7204,Maldives,F,25-34,... if she argues with him,14.9
7205,Maldives,F,35-49,... if she argues with him,14.9
7206,Maldives,F,15-24,... if she burns the food,14.9
7207,Maldives,F,25-34,... if she burns the food,14.9
7208,Maldives,F,35-49,... if she burns the food,14.9
7209,Maldives,F,15-24,... if she goes out without telling him,3.8
7210,Maldives,F,25-34,... if she goes out without telling him,4.1
7211,Maldives,F,35-49,... if she goes out without telling him,5.8
7212,Maldives,F,15-24,... if she neglects the children,21.2
7213,Maldives,F,25-34,... if she neglects the children,14.6
7214,Maldives,F,35-49,... if she neglects the children,12.7
7215,Maldives,F,15-24,... if she refuses to have sex with him,10.2
7216,Maldives,F,25-34,... if she refuses to have sex with him,9.1
7217,Maldives,F,35-49,... if she refuses to have sex with him,11.2
7290,Maldives,M,15-24,... for at least one specific reason,24.9
7291,Maldives,M,25-34,... for at least one specific reason,15.9
7292,Maldives,M,35-49,... for at least one specific reason,12.2
