,Country,Gender,Demographics Response,Question,Value
7369,Maldives,M,Urban,... for at least one specific reason,16.8
7370,Maldives,M,Rural,... if she argues with him,14.9
7371,Maldives,M,Urban,... if she argues with him,14.9
7372,Maldives,M,Rural,... if she burns the food,14.9
7373,Maldives,M,Urban,... if she burns the food,14.9
7374,Maldives,M,Rural,... if she goes out without telling him,2.9
7375,Maldives,M,Urban,... if she goes out without telling him,1.9
7376,Maldives,M,Rural,... if she neglects the children,14.8
7377,Maldives,M,Urban,... if she neglects the children,12.6
7378,Maldives,M,Rural,... if she refuses to have sex with him,5.1
7379,Maldives,M,Urban,... if she refuses to have sex with him,4.0
7458,Mali,F,Rural,... for at least one specific reason,56.35000000000001
7459,Mali,F,Urban,... for at least one specific reason,56.35000000000001
7460,Mali,F,Rural,... if she argues with him,56.35000000000001
7461,Mali,F,Urban,... if she argues with him,56.35000000000001
7462,Mali,F,Rural,... if she burns the food,26.1
7463,Mali,F,Urban,... if she burns the food,12.9
7464,Mali,F,Rural,... if she goes out without telling him,56.35000000000001
7465,Mali,F,Urban,... if she goes out without telling him,44.3
7466,Mali,F,Rural,... if she neglects the children,54.9
7467,Mali,F,Urban,... if she neglects the children,42.9
7468,Mali,F,Rural,... if she refuses to have sex with him,56.35000000000001
7469,Mali,F,Urban,... if she refuses to have sex with him,54.6
7548,Mali,M,Rural,... for at least one specific reason,52.8
7549,Mali,M,Urban,... for at least one specific reason,31.1
7550,Mali,M,Rural,... if she argues with him,43.7
7551,Mali,M,Urban,... if she argues with him,23.8
7552,Mali,M,Rural,... if she burns the food,13.7
7553,Mali,M,Urban,... if she burns the food,5.0
7554,Mali,M,Rural,... if she goes out without telling him,25.1
7555,Mali,M,Urban,... if she goes out without telling him,13.6
7556,Mali,M,Rural,... if she neglects the children,28.4
7557,Mali,M,Urban,... if she neglects the children,16.2
7558,Mali,M,Rural,... if she refuses to have sex with him,28.7
7559,Mali,M,Urban,... if she refuses to have sex with him,10.5
7638,Moldova,F,Rural,... for at least one specific reason,26.1
7639,Moldova,F,Urban,... for at least one specific reason,13.8
7640,Moldova,F,Rural,... if she argues with him,6.9
7641,Moldova,F,Urban,... if she argues with him,2.7
7642,Moldova,F,Rural,... if she burns the food,6.0
7643,Moldova,F,Urban,... if she burns the food,1.9
7644,Moldova,F,Rural,... if she goes out without telling him,10.4
7645,Moldova,F,Urban,... if she goes out without telling him,3.1
7646,Moldova,F,Rural,... if she neglects the children,22.3
7647,Moldova,F,Urban,... if she neglects the children,12.0
7648,Moldova,F,Rural,... if she refuses to have sex with him,4.0
7649,Moldova,F,Urban,... if she refuses to have sex with him,1.7
7728,Moldova,M,Rural,... for at least one specific reason,27.5
7729,Moldova,M,Urban,... for at least one specific reason,16.4
7730,Moldova,M,Rural,... if she argues with him,9.5
7731,Moldova,M,Urban,... if she argues with him,5.1
7732,Moldova,M,Rural,... if she burns the food,2.9
7733,Moldova,M,Urban,... if she burns the food,2.3
7734,Moldova,M,Rural,... if she goes out without telling him,13.6
7735,Moldova,M,Urban,... if she goes out without telling him,5.2
7736,Moldova,M,Rural,... if she neglects the children,22.2
7737,Moldova,M,Urban,... if she neglects the children,13.7
7738,Moldova,M,Rural,... if she refuses to have sex with him,4.6
7739,Moldova,M,Urban,... if she refuses to have sex with him,2.2
7818,Morocco,F,Rural,... for at least one specific reason,56.35000000000001
7819,Morocco,F,Urban,... for at least one specific reason,52.1
7820,Morocco,F,Rural,... if she argues with him,56.35000000000001
7821,Morocco,F,Urban,... if she argues with him,37.9
7822,Morocco,F,Rural,... if she burns the food,40.8
7823,Morocco,F,Urban,... if she burns the food,12.4
7824,Morocco,F,Rural,... if she goes out without telling him,56.35000000000001
7825,Morocco,F,Urban,... if she goes out without telling him,34.6
7826,Morocco,F,Rural,... if she neglects the children,56.35000000000001
7827,Morocco,F,Urban,... if she neglects the children,35.9
7828,Morocco,F,Rural,... if she refuses to have sex with him,56.35000000000001
7829,Morocco,F,Urban,... if she refuses to have sex with him,30.3
7908,Morocco,M,Rural,... for at least one specific reason,14.9
7909,Morocco,M,Urban,... for at least one specific reason,14.9
7910,Morocco,M,Rural,... if she argues with him,14.9
7911,Morocco,M,Urban,... if she argues with him,14.9
7912,Morocco,M,Rural,... if she burns the food,14.9
7913,Morocco,M,Urban,... if she burns the food,14.9
7914,Morocco,M,Rural,... if she goes out without telling him,14.9
7915,Morocco,M,Urban,... if she goes out without telling him,14.9
7916,Morocco,M,Rural,... if she neglects the children,14.9
7917,Morocco,M,Urban,... if she neglects the children,14.9
7918,Morocco,M,Rural,... if she refuses to have sex with him,14.9
7919,Morocco,M,Urban,... if she refuses to have sex with him,14.9
7998,Mozambique,F,Rural,... for at least one specific reason,14.1
7999,Mozambique,F,Urban,... for at least one specific reason,11.7
8000,Mozambique,F,Rural,... if she argues with him,7.2
8001,Mozambique,F,Urban,... if she argues with him,5.4
8002,Mozambique,F,Rural,... if she burns the food,2.7
8003,Mozambique,F,Urban,... if she burns the food,1.8
8004,Mozambique,F,Rural,... if she goes out without telling him,8.1
8005,Mozambique,F,Urban,... if she goes out without telling him,6.4
8006,Mozambique,F,Rural,... if she neglects the children,4.1
8007,Mozambique,F,Urban,... if she neglects the children,4.5
8008,Mozambique,F,Rural,... if she refuses to have sex with him,6.2
8009,Mozambique,F,Urban,... if she refuses to have sex with him,3.9
8088,Mozambique,M,Rural,... for at least one specific reason,17.8
8089,Mozambique,M,Urban,... for at least one specific reason,14.8
8090,Mozambique,M,Rural,... if she argues with him,9.3
8091,Mozambique,M,Urban,... if she argues with him,7.7
8092,Mozambique,M,Rural,... if she burns the food,5.8
8093,Mozambique,M,Urban,... if she burns the food,4.9
8094,Mozambique,M,Rural,... if she goes out without telling him,8.3
8095,Mozambique,M,Urban,... if she goes out without telling him,6.7
8096,Mozambique,M,Rural,... if she neglects the children,7.7
8097,Mozambique,M,Urban,... if she neglects the children,7.2
8098,Mozambique,M,Rural,... if she refuses to have sex with him,8.0
8099,Mozambique,M,Urban,... if she refuses to have sex with him,4.7
8178,Myanmar,F,Rural,... for at least one specific reason,54.1
8179,Myanmar,F,Urban,... for at least one specific reason,44.0
8180,Myanmar,F,Rural,... if she argues with him,11.3
8181,Myanmar,F,Urban,... if she argues with him,7.3
8182,Myanmar,F,Rural,... if she burns the food,14.2
8183,Myanmar,F,Urban,... if she burns the food,9.1
8184,Myanmar,F,Rural,... if she goes out without telling him,24.4
8185,Myanmar,F,Urban,... if she goes out without telling him,14.9
8186,Myanmar,F,Rural,... if she neglects the children,44.8
8187,Myanmar,F,Urban,... if she neglects the children,35.4
8188,Myanmar,F,Rural,... if she refuses to have sex with him,11.7
8189,Myanmar,F,Urban,... if she refuses to have sex with him,7.4
8268,Myanmar,M,Rural,... for at least one specific reason,48.8
8269,Myanmar,M,Urban,... for at least one specific reason,49.5
8270,Myanmar,M,Rural,... if she argues with him,14.2
8271,Myanmar,M,Urban,... if she argues with him,10.7
8272,Myanmar,M,Rural,... if she burns the food,8.3
8273,Myanmar,M,Urban,... if she burns the food,7.3
8274,Myanmar,M,Rural,... if she goes out without telling him,17.4
8275,Myanmar,M,Urban,... if she goes out without telling him,14.3
8276,Myanmar,M,Rural,... if she neglects the children,39.0
8277,Myanmar,M,Urban,... if she neglects the children,41.5
8278,Myanmar,M,Rural,... if she refuses to have sex with him,9.5
8279,Myanmar,M,Urban,... if she refuses to have sex with him,11.6
8358,Namibia,F,Rural,... for at least one specific reason,37.0
8359,Namibia,F,Urban,... for at least one specific reason,21.5
8360,Namibia,F,Rural,... if she argues with him,15.7
8361,Namibia,F,Urban,... if she argues with him,8.4
8362,Namibia,F,Rural,... if she burns the food,15.8
8363,Namibia,F,Urban,... if she burns the food,5.6
8364,Namibia,F,Rural,... if she goes out without telling him,18.6
8365,Namibia,F,Urban,... if she goes out without telling him,8.6
8366,Namibia,F,Rural,... if she neglects the children,26.1
8367,Namibia,F,Urban,... if she neglects the children,15.1
8368,Namibia,F,Rural,... if she refuses to have sex with him,11.6
8369,Namibia,F,Urban,... if she refuses to have sex with him,4.9
8448,Namibia,M,Rural,... for at least one specific reason,28.3
8449,Namibia,M,Urban,... for at least one specific reason,17.1
8450,Namibia,M,Rural,... if she argues with him,11.5
8451,Namibia,M,Urban,... if she argues with him,7.7
8452,Namibia,M,Rural,... if she burns the food,7.2
8453,Namibia,M,Urban,... if she burns the food,2.7
8454,Namibia,M,Rural,... if she goes out without telling him,12.7
8455,Namibia,M,Urban,... if she goes out without telling him,7.4
8456,Namibia,M,Rural,... if she neglects the children,17.7
8457,Namibia,M,Urban,... if she neglects the children,11.8
8458,Namibia,M,Rural,... if she refuses to have sex with him,4.4
8459,Namibia,M,Urban,... if she refuses to have sex with him,1.8
8538,Nepal,F,Rural,... for at least one specific reason,30.5
8539,Nepal,F,Urban,... for at least one specific reason,27.4
8540,Nepal,F,Rural,... if she argues with him,11.3
8541,Nepal,F,Urban,... if she argues with him,7.4
8542,Nepal,F,Rural,... if she burns the food,4.6
8543,Nepal,F,Urban,... if she burns the food,2.7
8544,Nepal,F,Rural,... if she goes out without telling him,13.1
8545,Nepal,F,Urban,... if she goes out without telling him,10.9
8546,Nepal,F,Rural,... if she neglects the children,25.3
8547,Nepal,F,Urban,... if she neglects the children,23.8
8548,Nepal,F,Rural,... if she refuses to have sex with him,3.8
8549,Nepal,F,Urban,... if she refuses to have sex with him,2.6
8628,Nepal,M,Rural,... for at least one specific reason,22.7
8629,Nepal,M,Urban,... for at least one specific reason,23.1
8630,Nepal,M,Rural,... if she argues with him,8.8
8631,Nepal,M,Urban,... if she argues with him,8.7
8632,Nepal,M,Rural,... if she burns the food,1.7
8633,Nepal,M,Urban,... if she burns the food,1.5
8634,Nepal,M,Rural,... if she goes out without telling him,10.2
8635,Nepal,M,Urban,... if she goes out without telling him,9.0
8636,Nepal,M,Rural,... if she neglects the children,18.1
8637,Nepal,M,Urban,... if she neglects the children,18.9
8638,Nepal,M,Rural,... if she refuses to have sex with him,4.9
8639,Nepal,M,Urban,... if she refuses to have sex with him,3.2
8718,Nicaragua,F,Rural,... for at least one specific reason,18.1
8719,Nicaragua,F,Urban,... for at least one specific reason,9.3
8720,Nicaragua,F,Rural,... if she argues with him,7.5
8721,Nicaragua,F,Urban,... if she argues with him,2.6
8722,Nicaragua,F,Rural,... if she burns the food,7.9
8723,Nicaragua,F,Urban,... if she burns the food,2.6
8724,Nicaragua,F,Rural,... if she goes out without telling him,9.9
8725,Nicaragua,F,Urban,... if she goes out without telling him,3.4
8726,Nicaragua,F,Rural,... if she neglects the children,13.4
8727,Nicaragua,F,Urban,... if she neglects the children,7.2
8728,Nicaragua,F,Rural,... if she refuses to have sex with him,4.8
8729,Nicaragua,F,Urban,... if she refuses to have sex with him,1.7
8808,Nicaragua,M,Rural,... for at least one specific reason,14.9
8809,Nicaragua,M,Urban,... for at least one specific reason,14.9
8810,Nicaragua,M,Rural,... if she argues with him,14.9
8811,Nicaragua,M,Urban,... if she argues with him,14.9
8812,Nicaragua,M,Rural,... if she burns the food,14.9
8813,Nicaragua,M,Urban,... if she burns the food,14.9
8814,Nicaragua,M,Rural,... if she goes out without telling him,14.9
8815,Nicaragua,M,Urban,... if she goes out without telling him,14.9
8816,Nicaragua,M,Rural,... if she neglects the children,14.9
8817,Nicaragua,M,Urban,... if she neglects the children,14.9
8818,Nicaragua,M,Rural,... if she refuses to have sex with him,14.9
8819,Nicaragua,M,Urban,... if she refuses to have sex with him,14.9
8898,Niger,F,Rural,... for at least one specific reason,56.35000000000001
8899,Niger,F,Urban,... for at least one specific reason,48.6
8900,Niger,F,Rural,... if she argues with him,53.7
8901,Niger,F,Urban,... if she argues with him,36.2
8902,Niger,F,Rural,... if she burns the food,38.5
8903,Niger,F,Urban,... if she burns the food,17.7
8904,Niger,F,Rural,... if she goes out without telling him,46.4
8905,Niger,F,Urban,... if she goes out without telling him,26.7
8906,Niger,F,Rural,... if she neglects the children,46.0
8907,Niger,F,Urban,... if she neglects the children,24.8
8908,Niger,F,Rural,... if she refuses to have sex with him,54.0
8909,Niger,F,Urban,... if she refuses to have sex with him,33.2
8988,Niger,M,Rural,... for at least one specific reason,27.5
8989,Niger,M,Urban,... for at least one specific reason,25.0
8990,Niger,M,Rural,... if she argues with him,20.5
8991,Niger,M,Urban,... if she argues with him,17.6
8992,Niger,M,Rural,... if she burns the food,9.2
8993,Niger,M,Urban,... if she burns the food,8.8
8994,Niger,M,Rural,... if she goes out without telling him,16.9
8995,Niger,M,Urban,... if she goes out without telling him,12.7
8996,Niger,M,Rural,... if she neglects the children,15.9
8997,Niger,M,Urban,... if she neglects the children,14.7
8998,Niger,M,Rural,... if she refuses to have sex with him,14.8
8999,Niger,M,Urban,... if she refuses to have sex with him,11.0
9078,Nigeria,F,Rural,... for at least one specific reason,41.2
9079,Nigeria,F,Urban,... for at least one specific reason,25.9
9080,Nigeria,F,Rural,... if she argues with him,25.9
9081,Nigeria,F,Urban,... if she argues with him,15.0
9082,Nigeria,F,Rural,... if she burns the food,18.9
9083,Nigeria,F,Urban,... if she burns the food,7.8
9084,Nigeria,F,Rural,... if she goes out without telling him,31.7
9085,Nigeria,F,Urban,... if she goes out without telling him,16.5
9086,Nigeria,F,Rural,... if she neglects the children,29.0
9087,Nigeria,F,Urban,... if she neglects the children,18.6
9088,Nigeria,F,Rural,... if she refuses to have sex with him,25.0
9089,Nigeria,F,Urban,... if she refuses to have sex with him,10.3
9168,Nigeria,M,Rural,... for at least one specific reason,28.7
9169,Nigeria,M,Urban,... for at least one specific reason,19.4
9170,Nigeria,M,Rural,... if she argues with him,15.8
9171,Nigeria,M,Urban,... if she argues with him,9.5
9172,Nigeria,M,Rural,... if she burns the food,10.1
9173,Nigeria,M,Urban,... if she burns the food,5.0
9174,Nigeria,M,Rural,... if she goes out without telling him,16.2
9175,Nigeria,M,Urban,... if she goes out without telling him,9.6
9176,Nigeria,M,Rural,... if she neglects the children,16.0
9177,Nigeria,M,Urban,... if she neglects the children,11.1
9178,Nigeria,M,Rural,... if she refuses to have sex with him,14.6
9179,Nigeria,M,Urban,... if she refuses to have sex with him,6.7
9258,Pakistan,F,Rural,... for at least one specific reason,49.9
9259,Pakistan,F,Urban,... for at least one specific reason,25.9
9260,Pakistan,F,Rural,... if she argues with him,39.9
9261,Pakistan,F,Urban,... if she argues with him,17.3
9262,Pakistan,F,Rural,... if she burns the food,24.0
9263,Pakistan,F,Urban,... if she burns the food,8.7
9264,Pakistan,F,Rural,... if she goes out without telling him,39.2
9265,Pakistan,F,Urban,... if she goes out without telling him,18.1
9266,Pakistan,F,Rural,... if she neglects the children,34.8
9267,Pakistan,F,Urban,... if she neglects the children,15.8
9268,Pakistan,F,Rural,... if she refuses to have sex with him,34.7
9269,Pakistan,F,Urban,... if she refuses to have sex with him,14.8
9348,Pakistan,M,Rural,... for at least one specific reason,46.2
9349,Pakistan,M,Urban,... for at least one specific reason,24.5
9350,Pakistan,M,Rural,... if she argues with him,25.5
9351,Pakistan,M,Urban,... if she argues with him,12.6
9352,Pakistan,M,Rural,... if she burns the food,5.2
9353,Pakistan,M,Urban,... if she burns the food,2.5
9354,Pakistan,M,Rural,... if she goes out without telling him,35.5
9355,Pakistan,M,Urban,... if she goes out without telling him,16.1
9356,Pakistan,M,Rural,... if she neglects the children,22.8
9357,Pakistan,M,Urban,... if she neglects the children,12.8
9358,Pakistan,M,Rural,... if she refuses to have sex with him,13.2
9359,Pakistan,M,Urban,... if she refuses to have sex with him,3.8
9438,Peru,F,Rural,... for at least one specific reason,6.2
9439,Peru,F,Urban,... for at least one specific reason,2.6
9440,Peru,F,Rural,... if she argues with him,1.7
9441,Peru,F,Urban,... if she argues with him,0.5
9442,Peru,F,Rural,... if she burns the food,1.7
9443,Peru,F,Urban,... if she burns the food,0.9
9444,Peru,F,Rural,... if she goes out without telling him,2.1
9445,Peru,F,Urban,... if she goes out without telling him,0.8
9446,Peru,F,Rural,... if she neglects the children,3.9
9447,Peru,F,Urban,... if she neglects the children,1.7
9448,Peru,F,Rural,... if she refuses to have sex with him,1.0
9449,Peru,F,Urban,... if she refuses to have sex with him,0.5
9528,Peru,M,Rural,... for at least one specific reason,14.9
9529,Peru,M,Urban,... for at least one specific reason,14.9
9530,Peru,M,Rural,... if she argues with him,14.9
9531,Peru,M,Urban,... if she argues with him,14.9
9532,Peru,M,Rural,... if she burns the food,14.9
9533,Peru,M,Urban,... if she burns the food,14.9
9534,Peru,M,Rural,... if she goes out without telling him,14.9
9535,Peru,M,Urban,... if she goes out without telling him,14.9
9536,Peru,M,Rural,... if she neglects the children,14.9
9537,Peru,M,Urban,... if she neglects the children,14.9
9538,Peru,M,Rural,... if she refuses to have sex with him,14.9
9539,Peru,M,Urban,... if she refuses to have sex with him,14.9
9618,Philippines,F,Rural,... for at least one specific reason,13.2
9619,Philippines,F,Urban,... for at least one specific reason,8.5
9620,Philippines,F,Rural,... if she argues with him,2.3
9621,Philippines,F,Urban,... if she argues with him,2.0
9622,Philippines,F,Rural,... if she burns the food,1.5
9623,Philippines,F,Urban,... if she burns the food,1.1
9624,Philippines,F,Rural,... if she goes out without telling him,4.4
9625,Philippines,F,Urban,... if she goes out without telling him,2.3
9626,Philippines,F,Rural,... if she neglects the children,10.6
9627,Philippines,F,Urban,... if she neglects the children,6.5
9628,Philippines,F,Rural,... if she refuses to have sex with him,1.6
9629,Philippines,F,Urban,... if she refuses to have sex with him,1.1
9708,Philippines,M,Rural,... for at least one specific reason,14.9
9709,Philippines,M,Urban,... for at least one specific reason,14.9
9710,Philippines,M,Rural,... if she argues with him,14.9
9711,Philippines,M,Urban,... if she argues with him,14.9
9712,Philippines,M,Rural,... if she burns the food,14.9
9713,Philippines,M,Urban,... if she burns the food,14.9
9714,Philippines,M,Rural,... if she goes out without telling him,14.9
9715,Philippines,M,Urban,... if she goes out without telling him,14.9
9716,Philippines,M,Rural,... if she neglects the children,14.9
9717,Philippines,M,Urban,... if she neglects the children,14.9
9718,Philippines,M,Rural,... if she refuses to have sex with him,14.9
9719,Philippines,M,Urban,... if she refuses to have sex with him,14.9
9798,Rwanda,F,Rural,... for at least one specific reason,45.8
9799,Rwanda,F,Urban,... for at least one specific reason,23.1
9800,Rwanda,F,Rural,... if she argues with him,22.5
9801,Rwanda,F,Urban,... if she argues with him,12.0
9802,Rwanda,F,Rural,... if she burns the food,10.1
9803,Rwanda,F,Urban,... if she burns the food,3.9
9804,Rwanda,F,Rural,... if she goes out without telling him,24.6
9805,Rwanda,F,Urban,... if she goes out without telling him,12.7
9806,Rwanda,F,Rural,... if she neglects the children,32.7
9807,Rwanda,F,Urban,... if she neglects the children,15.8
9808,Rwanda,F,Rural,... if she refuses to have sex with him,27.1
9809,Rwanda,F,Urban,... if she refuses to have sex with him,13.1
9888,Rwanda,M,Rural,... for at least one specific reason,19.1
9889,Rwanda,M,Urban,... for at least one specific reason,13.0
9890,Rwanda,M,Rural,... if she argues with him,5.8
9891,Rwanda,M,Urban,... if she argues with him,3.8
9892,Rwanda,M,Rural,... if she burns the food,1.7
9893,Rwanda,M,Urban,... if she burns the food,1.4
9894,Rwanda,M,Rural,... if she goes out without telling him,7.4
9895,Rwanda,M,Urban,... if she goes out without telling him,5.4
9896,Rwanda,M,Rural,... if she neglects the children,12.7
9897,Rwanda,M,Urban,... if she neglects the children,10.2
9898,Rwanda,M,Rural,... if she refuses to have sex with him,7.5
9899,Rwanda,M,Urban,... if she refuses to have sex with him,3.5
9978,Sao Tome and Principe,F,Rural,... for at least one specific reason,19.8
9979,Sao Tome and Principe,F,Urban,... for at least one specific reason,19.3
9980,Sao Tome and Principe,F,Rural,... if she argues with him,6.1
9981,Sao Tome and Principe,F,Urban,... if she argues with him,7.7
9982,Sao Tome and Principe,F,Rural,... if she burns the food,6.3
9983,Sao Tome and Principe,F,Urban,... if she burns the food,6.5
9984,Sao Tome and Principe,F,Rural,... if she goes out without telling him,10.2
9985,Sao Tome and Principe,F,Urban,... if she goes out without telling him,10.2
9986,Sao Tome and Principe,F,Rural,... if she neglects the children,11.8
9987,Sao Tome and Principe,F,Urban,... if she neglects the children,11.7
9988,Sao Tome and Principe,F,Rural,... if she refuses to have sex with him,6.5
9989,Sao Tome and Principe,F,Urban,... if she refuses to have sex with him,4.9
10068,Sao Tome and Principe,M,Rural,... for at least one specific reason,26.3
10069,Sao Tome and Principe,M,Urban,... for at least one specific reason,16.8
10070,Sao Tome and Principe,M,Rural,... if she argues with him,10.9
10071,Sao Tome and Principe,M,Urban,... if she argues with him,9.2
10072,Sao Tome and Principe,M,Rural,... if she burns the food,7.5
10073,Sao Tome and Principe,M,Urban,... if she burns the food,5.4
10074,Sao Tome and Principe,M,Rural,... if she goes out without telling him,15.4
10075,Sao Tome and Principe,M,Urban,... if she goes out without telling him,7.8
10076,Sao Tome and Principe,M,Rural,... if she neglects the children,17.7
10077,Sao Tome and Principe,M,Urban,... if she neglects the children,10.1
10078,Sao Tome and Principe,M,Rural,... if she refuses to have sex with him,6.3
10079,Sao Tome and Principe,M,Urban,... if she refuses to have sex with him,4.6
10158,Senegal,F,Rural,... for at least one specific reason,56.35000000000001
10159,Senegal,F,Urban,... for at least one specific reason,31.6
10160,Senegal,F,Rural,... if she argues with him,49.2
10161,Senegal,F,Urban,... if she argues with him,21.5
10162,Senegal,F,Rural,... if she burns the food,30.9
10163,Senegal,F,Urban,... if she burns the food,13.2
10164,Senegal,F,Rural,... if she goes out without telling him,47.4
10165,Senegal,F,Urban,... if she goes out without telling him,18.9
10166,Senegal,F,Rural,... if she neglects the children,47.1
10167,Senegal,F,Urban,... if she neglects the children,23.5
10168,Senegal,F,Rural,... if she refuses to have sex with him,50.5
10169,Senegal,F,Urban,... if she refuses to have sex with him,19.6
10248,Senegal,M,Rural,... for at least one specific reason,37.6
10249,Senegal,M,Urban,... for at least one specific reason,19.0
10250,Senegal,M,Rural,... if she argues with him,25.4
10251,Senegal,M,Urban,... if she argues with him,12.8
10252,Senegal,M,Rural,... if she burns the food,10.3
10253,Senegal,M,Urban,... if she burns the food,2.9
10254,Senegal,M,Rural,... if she goes out without telling him,20.9
10255,Senegal,M,Urban,... if she goes out without telling him,8.0
10256,Senegal,M,Rural,... if she neglects the children,24.3
10257,Senegal,M,Urban,... if she neglects the children,10.4
10258,Senegal,M,Rural,... if she refuses to have sex with him,17.9
10259,Senegal,M,Urban,... if she refuses to have sex with him,5.5
10338,Sierra Leone,F,Rural,... for at least one specific reason,56.35000000000001
10339,Sierra Leone,F,Urban,... for at least one specific reason,55.9
10340,Sierra Leone,F,Rural,... if she argues with him,52.9
10341,Sierra Leone,F,Urban,... if she argues with him,37.9
10342,Sierra Leone,F,Rural,... if she burns the food,22.3
10343,Sierra Leone,F,Urban,... if she burns the food,11.0
10344,Sierra Leone,F,Rural,... if she goes out without telling him,56.35000000000001
10345,Sierra Leone,F,Urban,... if she goes out without telling him,45.0
10346,Sierra Leone,F,Rural,... if she neglects the children,56.35000000000001
10347,Sierra Leone,F,Urban,... if she neglects the children,44.6
10348,Sierra Leone,F,Rural,... if she refuses to have sex with him,30.7
10349,Sierra Leone,F,Urban,... if she refuses to have sex with him,16.9
10428,Sierra Leone,M,Rural,... for at least one specific reason,37.7
10429,Sierra Leone,M,Urban,... for at least one specific reason,28.5
10430,Sierra Leone,M,Rural,... if she argues with him,26.9
10431,Sierra Leone,M,Urban,... if she argues with him,20.0
10432,Sierra Leone,M,Rural,... if she burns the food,4.5
10433,Sierra Leone,M,Urban,... if she burns the food,5.3
10434,Sierra Leone,M,Rural,... if she goes out without telling him,23.0
10435,Sierra Leone,M,Urban,... if she goes out without telling him,14.5
10436,Sierra Leone,M,Rural,... if she neglects the children,25.8
10437,Sierra Leone,M,Urban,... if she neglects the children,16.6
10438,Sierra Leone,M,Rural,... if she refuses to have sex with him,11.1
10439,Sierra Leone,M,Urban,... if she refuses to have sex with him,7.1
10518,South Africa,F,Rural,... for at least one specific reason,8.2
10519,South Africa,F,Urban,... for at least one specific reason,4.2
10520,South Africa,F,Rural,... if she argues with him,3.9
10521,South Africa,F,Urban,... if she argues with him,1.4
10522,South Africa,F,Rural,... if she burns the food,1.4
10523,South Africa,F,Urban,... if she burns the food,0.7
10524,South Africa,F,Rural,... if she goes out without telling him,3.2
10525,South Africa,F,Urban,... if she goes out without telling him,1.6
10526,South Africa,F,Rural,... if she neglects the children,5.5
10527,South Africa,F,Urban,... if she neglects the children,3.0
10528,South Africa,F,Rural,... if she refuses to have sex with him,1.5
10529,South Africa,F,Urban,... if she refuses to have sex with him,0.7
10608,South Africa,M,Rural,... for at least one specific reason,14.9
10609,South Africa,M,Urban,... for at least one specific reason,6.6
10610,South Africa,M,Rural,... if she argues with him,7.1
10611,South Africa,M,Urban,... if she argues with him,2.2
10612,South Africa,M,Rural,... if she burns the food,2.7
10613,South Africa,M,Urban,... if she burns the food,1.2
10614,South Africa,M,Rural,... if she goes out without telling him,6.0
10615,South Africa,M,Urban,... if she goes out without telling him,2.7
10616,South Africa,M,Rural,... if she neglects the children,10.1
10617,South Africa,M,Urban,... if she neglects the children,4.2
10618,South Africa,M,Rural,... if she refuses to have sex with him,2.6
10619,South Africa,M,Urban,... if she refuses to have sex with him,1.1
10698,Tajikistan,F,Rural,... for at least one specific reason,56.35000000000001
10699,Tajikistan,F,Urban,... for at least one specific reason,55.1
10700,Tajikistan,F,Rural,... if she argues with him,54.7
10701,Tajikistan,F,Urban,... if she argues with him,45.1
10702,Tajikistan,F,Rural,... if she burns the food,31.6
10703,Tajikistan,F,Urban,... if she burns the food,23.5
10704,Tajikistan,F,Rural,... if she goes out without telling him,54.8
10705,Tajikistan,F,Urban,... if she goes out without telling him,41.0
10706,Tajikistan,F,Rural,... if she neglects the children,52.7
10707,Tajikistan,F,Urban,... if she neglects the children,41.7
10708,Tajikistan,F,Rural,... if she refuses to have sex with him,28.7
10709,Tajikistan,F,Urban,... if she refuses to have sex with him,20.7
10788,Tajikistan,M,Rural,... for at least one specific reason,14.9
10789,Tajikistan,M,Urban,... for at least one specific reason,14.9
10790,Tajikistan,M,Rural,... if she argues with him,14.9
10791,Tajikistan,M,Urban,... if she argues with him,14.9
10792,Tajikistan,M,Rural,... if she burns the food,14.9
10793,Tajikistan,M,Urban,... if she burns the food,14.9
10794,Tajikistan,M,Rural,... if she goes out without telling him,14.9
10795,Tajikistan,M,Urban,... if she goes out without telling him,14.9
10796,Tajikistan,M,Rural,... if she neglects the children,14.9
10797,Tajikistan,M,Urban,... if she neglects the children,14.9
10798,Tajikistan,M,Rural,... if she refuses to have sex with him,14.9
10799,Tajikistan,M,Urban,... if she refuses to have sex with him,14.9
10878,Tanzania,F,Rural,... for at least one specific reason,56.35000000000001
10879,Tanzania,F,Urban,... for at least one specific reason,50.8
10880,Tanzania,F,Rural,... if she argues with him,46.5
10881,Tanzania,F,Urban,... if she argues with him,34.1
10882,Tanzania,F,Rural,... if she burns the food,24.3
10883,Tanzania,F,Urban,... if she burns the food,12.8
10884,Tanzania,F,Rural,... if she goes out without telling him,45.8
10885,Tanzania,F,Urban,... if she goes out without telling him,32.2
10886,Tanzania,F,Rural,... if she neglects the children,51.7
10887,Tanzania,F,Urban,... if she neglects the children,41.2
10888,Tanzania,F,Rural,... if she refuses to have sex with him,35.7
10889,Tanzania,F,Urban,... if she refuses to have sex with him,21.2
10968,Tanzania,M,Rural,... for at least one specific reason,40.9
10969,Tanzania,M,Urban,... for at least one specific reason,37.3
10970,Tanzania,M,Rural,... if she argues with him,26.1
10971,Tanzania,M,Urban,... if she argues with him,21.6
10972,Tanzania,M,Rural,... if she burns the food,7.5
10973,Tanzania,M,Urban,... if she burns the food,4.4
10974,Tanzania,M,Rural,... if she goes out without telling him,24.6
