,Country,Gender,Demographics Response,Question,Value
4398,Gambia,F,Employed for kind,... if she refuses to have sex with him,51.4
4399,Gambia,F,Unemployed,... if she refuses to have sex with him,39.7
4460,Gambia,M,Employed for cash,... for at least one specific reason,30.3
4461,Gambia,M,Employed for kind,... for at least one specific reason,47.4
4462,Gambia,M,Unemployed,... for at least one specific reason,35.4
4463,Gambia,M,Employed for cash,... if she argues with him,9.8
4464,Gambia,M,Employed for kind,... if she argues with him,20.7
4465,Gambia,M,Unemployed,... if she argues with him,12.3
4466,Gambia,M,Employed for cash,... if she goes out without telling him,17.8
4467,Gambia,M,Employed for kind,... if she goes out without telling him,35.3
4468,Gambia,M,Unemployed,... if she goes out without telling him,24.1
4469,Gambia,M,Employed for cash,... if she neglects the children,16.8
4470,Gambia,M,Employed for kind,... if she neglects the children,30.5
4471,Gambia,M,Unemployed,... if she neglects the children,20.6
4472,Gambia,M,Employed for cash,... if she refuses to have sex with him,18.2
4473,Gambia,M,Employed for kind,... if she refuses to have sex with him,25.7
4474,Gambia,M,Unemployed,... if she refuses to have sex with him,20.0
4504,Ghana,F,Employed for cash,... if she burns the food,6.3
4509,Ghana,F,Unemployed,... if she burns the food,8.3
4512,Ghana,F,Employed for kind,... if she burns the food,10.2
4521,Ghana,M,Employed for cash,... if she burns the food,2.6
4522,Ghana,M,Unemployed,... if she burns the food,2.7
4529,Ghana,M,Employed for kind,... if she burns the food,5.2
4565,Ghana,F,Employed for cash,... for at least one specific reason,23.9
4566,Ghana,F,Employed for kind,... for at least one specific reason,41.1
4567,Ghana,F,Unemployed,... for at least one specific reason,30.7
4568,Ghana,F,Employed for cash,... if she argues with him,13.6
4569,Ghana,F,Employed for kind,... if she argues with him,23.1
4570,Ghana,F,Unemployed,... if she argues with him,15.8
4571,Ghana,F,Employed for cash,... if she goes out without telling him,13.9
4572,Ghana,F,Employed for kind,... if she goes out without telling him,26.5
4573,Ghana,F,Unemployed,... if she goes out without telling him,16.4
4574,Ghana,F,Employed for cash,... if she neglects the children,17.8
4575,Ghana,F,Employed for kind,... if she neglects the children,30.2
4576,Ghana,F,Unemployed,... if she neglects the children,22.6
4577,Ghana,F,Employed for cash,... if she refuses to have sex with him,9.7
4578,Ghana,F,Employed for kind,... if she refuses to have sex with him,21.2
4579,Ghana,F,Unemployed,... if she refuses to have sex with him,12.4
4640,Ghana,M,Employed for cash,... for at least one specific reason,11.9
4641,Ghana,M,Employed for kind,... for at least one specific reason,19.9
4642,Ghana,M,Unemployed,... for at least one specific reason,13.7
4643,Ghana,M,Employed for cash,... if she argues with him,5.6
4644,Ghana,M,Employed for kind,... if she argues with him,8.4
4645,Ghana,M,Unemployed,... if she argues with him,5.6
4646,Ghana,M,Employed for cash,... if she goes out without telling him,6.3
4647,Ghana,M,Employed for kind,... if she goes out without telling him,10.3
4648,Ghana,M,Unemployed,... if she goes out without telling him,5.9
4649,Ghana,M,Employed for cash,... if she neglects the children,8.1
4650,Ghana,M,Employed for kind,... if she neglects the children,13.6
4651,Ghana,M,Unemployed,... if she neglects the children,6.7
4652,Ghana,M,Employed for cash,... if she refuses to have sex with him,4.4
4653,Ghana,M,Employed for kind,... if she refuses to have sex with him,6.2
4654,Ghana,M,Unemployed,... if she refuses to have sex with him,5.6
4683,Guatemala,F,Employed for cash,... if she burns the food,3.2
4690,Guatemala,F,Unemployed,... if she burns the food,4.9
4693,Guatemala,F,Employed for kind,... if she burns the food,7.0
4702,Guatemala,M,Employed for cash,... if she burns the food,1.2
4703,Guatemala,M,Employed for kind,... if she burns the food,1.3
4707,Guatemala,M,Unemployed,... if she burns the food,1.8
4745,Guatemala,F,Employed for cash,... for at least one specific reason,9.1
4746,Guatemala,F,Employed for kind,... for at least one specific reason,15.5
4747,Guatemala,F,Unemployed,... for at least one specific reason,12.5
4748,Guatemala,F,Employed for cash,... if she argues with him,2.4
4749,Guatemala,F,Employed for kind,... if she argues with him,3.9
4750,Guatemala,F,Unemployed,... if she argues with him,4.0
4751,Guatemala,F,Employed for cash,... if she goes out without telling him,2.7
4752,Guatemala,F,Employed for kind,... if she goes out without telling him,5.4
4753,Guatemala,F,Unemployed,... if she goes out without telling him,4.3
4754,Guatemala,F,Employed for cash,... if she neglects the children,6.3
4755,Guatemala,F,Employed for kind,... if she neglects the children,9.4
4756,Guatemala,F,Unemployed,... if she neglects the children,8.7
4757,Guatemala,F,Employed for cash,... if she refuses to have sex with him,1.9
4758,Guatemala,F,Employed for kind,... if she refuses to have sex with him,2.8
4759,Guatemala,F,Unemployed,... if she refuses to have sex with him,2.8
4820,Guatemala,M,Employed for cash,... for at least one specific reason,6.6
4821,Guatemala,M,Employed for kind,... for at least one specific reason,10.5
4822,Guatemala,M,Unemployed,... for at least one specific reason,12.7
4823,Guatemala,M,Employed for cash,... if she argues with him,2.3
4824,Guatemala,M,Employed for kind,... if she argues with him,2.2
4825,Guatemala,M,Unemployed,... if she argues with him,5.2
4826,Guatemala,M,Employed for cash,... if she goes out without telling him,1.9
4827,Guatemala,M,Employed for kind,... if she goes out without telling him,2.6
4828,Guatemala,M,Unemployed,... if she goes out without telling him,3.3
4829,Guatemala,M,Employed for cash,... if she neglects the children,3.9
4830,Guatemala,M,Employed for kind,... if she neglects the children,7.2
4831,Guatemala,M,Unemployed,... if she neglects the children,6.9
4832,Guatemala,M,Employed for cash,... if she refuses to have sex with him,1.4
4833,Guatemala,M,Employed for kind,... if she refuses to have sex with him,1.6
4834,Guatemala,M,Unemployed,... if she refuses to have sex with him,2.5
4866,Guinea,F,Employed for cash,... if she burns the food,22.5
4867,Guinea,F,Unemployed,... if she burns the food,22.7
4871,Guinea,F,Employed for kind,... if she burns the food,25.5
4881,Guinea,M,Employed for kind,... if she burns the food,15.7
4882,Guinea,M,Employed for cash,... if she burns the food,16.6
4888,Guinea,M,Unemployed,... if she burns the food,20.7
4925,Guinea,F,Employed for cash,... for at least one specific reason,56.35000000000001
4926,Guinea,F,Employed for kind,... for at least one specific reason,56.35000000000001
4927,Guinea,F,Unemployed,... for at least one specific reason,56.35000000000001
4928,Guinea,F,Employed for cash,... if she argues with him,50.3
4929,Guinea,F,Employed for kind,... if she argues with him,48.7
4930,Guinea,F,Unemployed,... if she argues with him,47.7
4931,Guinea,F,Employed for cash,... if she goes out without telling him,49.9
4932,Guinea,F,Employed for kind,... if she goes out without telling him,56.35000000000001
4933,Guinea,F,Unemployed,... if she goes out without telling him,51.5
4934,Guinea,F,Employed for cash,... if she neglects the children,49.3
4935,Guinea,F,Employed for kind,... if she neglects the children,56.35000000000001
4936,Guinea,F,Unemployed,... if she neglects the children,49.1
4937,Guinea,F,Employed for cash,... if she refuses to have sex with him,47.4
4938,Guinea,F,Employed for kind,... if she refuses to have sex with him,49.2
4939,Guinea,F,Unemployed,... if she refuses to have sex with him,46.2
5000,Guinea,M,Employed for cash,... for at least one specific reason,55.5
5001,Guinea,M,Employed for kind,... for at least one specific reason,56.35000000000001
5002,Guinea,M,Unemployed,... for at least one specific reason,52.2
5003,Guinea,M,Employed for cash,... if she argues with him,32.9
5004,Guinea,M,Employed for kind,... if she argues with him,32.0
5005,Guinea,M,Unemployed,... if she argues with him,31.3
5006,Guinea,M,Employed for cash,... if she goes out without telling him,38.8
5007,Guinea,M,Employed for kind,... if she goes out without telling him,37.4
5008,Guinea,M,Unemployed,... if she goes out without telling him,34.6
5009,Guinea,M,Employed for cash,... if she neglects the children,44.3
5010,Guinea,M,Employed for kind,... if she neglects the children,42.6
5011,Guinea,M,Unemployed,... if she neglects the children,41.9
5012,Guinea,M,Employed for cash,... if she refuses to have sex with him,25.5
5013,Guinea,M,Employed for kind,... if she refuses to have sex with him,27.1
5014,Guinea,M,Unemployed,... if she refuses to have sex with him,21.7
5043,Guyana,F,Employed for cash,... if she burns the food,2.1
5050,Guyana,F,Unemployed,... if she burns the food,4.3
5052,Guyana,F,Employed for kind,... if she burns the food,5.5
5059,Guyana,M,Employed for kind,... if she burns the food,3.2
5063,Guyana,M,Employed for cash,... if she burns the food,3.8
5064,Guyana,M,Unemployed,... if she burns the food,4.4
5105,Guyana,F,Employed for cash,... for at least one specific reason,12.0
5106,Guyana,F,Employed for kind,... for at least one specific reason,26.0
5107,Guyana,F,Unemployed,... for at least one specific reason,18.8
5108,Guyana,F,Employed for cash,... if she argues with him,4.8
5109,Guyana,F,Employed for kind,... if she argues with him,11.5
5110,Guyana,F,Unemployed,... if she argues with him,7.7
5111,Guyana,F,Employed for cash,... if she goes out without telling him,3.6
5112,Guyana,F,Employed for kind,... if she goes out without telling him,10.0
5113,Guyana,F,Unemployed,... if she goes out without telling him,7.0
5114,Guyana,F,Employed for cash,... if she neglects the children,8.9
5115,Guyana,F,Employed for kind,... if she neglects the children,21.3
5116,Guyana,F,Unemployed,... if she neglects the children,13.2
5117,Guyana,F,Employed for cash,... if she refuses to have sex with him,3.2
5118,Guyana,F,Employed for kind,... if she refuses to have sex with him,13.9
5119,Guyana,F,Unemployed,... if she refuses to have sex with him,4.8
5180,Guyana,M,Employed for cash,... for at least one specific reason,18.7
5181,Guyana,M,Employed for kind,... for at least one specific reason,30.8
5182,Guyana,M,Unemployed,... for at least one specific reason,21.6
5183,Guyana,M,Employed for cash,... if she argues with him,7.5
5184,Guyana,M,Employed for kind,... if she argues with him,23.2
5185,Guyana,M,Unemployed,... if she argues with him,8.3
5186,Guyana,M,Employed for cash,... if she goes out without telling him,6.4
5187,Guyana,M,Employed for kind,... if she goes out without telling him,21.4
5188,Guyana,M,Unemployed,... if she goes out without telling him,7.2
5189,Guyana,M,Employed for cash,... if she neglects the children,12.8
5190,Guyana,M,Employed for kind,... if she neglects the children,25.3
5191,Guyana,M,Unemployed,... if she neglects the children,14.5
5192,Guyana,M,Employed for cash,... if she refuses to have sex with him,3.5
5193,Guyana,M,Employed for kind,... if she refuses to have sex with him,5.3
5194,Guyana,M,Unemployed,... if she refuses to have sex with him,3.8
5226,Haiti,F,Employed for cash,... if she burns the food,3.2
5229,Haiti,F,Unemployed,... if she burns the food,4.9
5233,Haiti,F,Employed for kind,... if she burns the food,6.0
5237,Haiti,M,Employed for kind,... if she burns the food,1.0
5241,Haiti,M,Employed for cash,... if she burns the food,1.4
5249,Haiti,M,Unemployed,... if she burns the food,2.9
5285,Haiti,F,Employed for cash,... for at least one specific reason,15.5
5286,Haiti,F,Employed for kind,... for at least one specific reason,16.4
5287,Haiti,F,Unemployed,... for at least one specific reason,17.9
5288,Haiti,F,Employed for cash,... if she argues with him,2.4
5289,Haiti,F,Employed for kind,... if she argues with him,3.9
5290,Haiti,F,Unemployed,... if she argues with him,2.6
5291,Haiti,F,Employed for cash,... if she goes out without telling him,11.0
5292,Haiti,F,Employed for kind,... if she goes out without telling him,8.2
5293,Haiti,F,Unemployed,... if she goes out without telling him,11.4
5294,Haiti,F,Employed for cash,... if she neglects the children,9.2
5295,Haiti,F,Employed for kind,... if she neglects the children,8.6
5296,Haiti,F,Unemployed,... if she neglects the children,11.3
5297,Haiti,F,Employed for cash,... if she refuses to have sex with him,4.6
5298,Haiti,F,Employed for kind,... if she refuses to have sex with him,6.3
5299,Haiti,F,Unemployed,... if she refuses to have sex with him,4.9
5360,Haiti,M,Employed for cash,... for at least one specific reason,9.8
5361,Haiti,M,Employed for kind,... for at least one specific reason,10.9
5362,Haiti,M,Unemployed,... for at least one specific reason,13.6
5363,Haiti,M,Employed for cash,... if she argues with him,1.5
5364,Haiti,M,Employed for kind,... if she argues with him,1.2
5365,Haiti,M,Unemployed,... if she argues with him,2.0
5366,Haiti,M,Employed for cash,... if she goes out without telling him,6.4
5367,Haiti,M,Employed for kind,... if she goes out without telling him,7.4
5368,Haiti,M,Unemployed,... if she goes out without telling him,7.7
5369,Haiti,M,Employed for cash,... if she neglects the children,5.2
5370,Haiti,M,Employed for kind,... if she neglects the children,4.5
5371,Haiti,M,Unemployed,... if she neglects the children,8.8
5372,Haiti,M,Employed for cash,... if she refuses to have sex with him,2.1
5373,Haiti,M,Employed for kind,... if she refuses to have sex with him,3.0
5374,Haiti,M,Unemployed,... if she refuses to have sex with him,3.4
5403,Honduras,F,Employed for cash,... if she burns the food,3.6
5410,Honduras,F,Unemployed,... if she burns the food,4.8
5411,Honduras,F,Employed for kind,... if she burns the food,6.3
5416,Honduras,M,Unemployed,... if she burns the food,1.2
5422,Honduras,M,Employed for cash,... if she burns the food,2.9
5429,Honduras,M,Employed for kind,... if she burns the food,6.5
5465,Honduras,F,Employed for cash,... for at least one specific reason,11.2
5466,Honduras,F,Employed for kind,... for at least one specific reason,17.8
5467,Honduras,F,Unemployed,... for at least one specific reason,13.1
5468,Honduras,F,Employed for cash,... if she argues with him,4.0
5469,Honduras,F,Employed for kind,... if she argues with him,7.3
5470,Honduras,F,Unemployed,... if she argues with him,5.5
5471,Honduras,F,Employed for cash,... if she goes out without telling him,3.7
5472,Honduras,F,Employed for kind,... if she goes out without telling him,6.9
5473,Honduras,F,Unemployed,... if she goes out without telling him,4.7
5474,Honduras,F,Employed for cash,... if she neglects the children,8.7
5475,Honduras,F,Employed for kind,... if she neglects the children,14.1
5476,Honduras,F,Unemployed,... if she neglects the children,9.8
5477,Honduras,F,Employed for cash,... if she refuses to have sex with him,2.1
5478,Honduras,F,Employed for kind,... if she refuses to have sex with him,3.8
5479,Honduras,F,Unemployed,... if she refuses to have sex with him,2.5
5540,Honduras,M,Employed for cash,... for at least one specific reason,9.7
5541,Honduras,M,Employed for kind,... for at least one specific reason,14.9
5542,Honduras,M,Unemployed,... for at least one specific reason,6.4
5543,Honduras,M,Employed for cash,... if she argues with him,4.0
5544,Honduras,M,Employed for kind,... if she argues with him,6.9
5545,Honduras,M,Unemployed,... if she argues with him,2.1
5546,Honduras,M,Employed for cash,... if she goes out without telling him,2.9
5547,Honduras,M,Employed for kind,... if she goes out without telling him,6.8
5548,Honduras,M,Unemployed,... if she goes out without telling him,0.8
5549,Honduras,M,Employed for cash,... if she neglects the children,7.0
5550,Honduras,M,Employed for kind,... if she neglects the children,11.3
5551,Honduras,M,Unemployed,... if she neglects the children,4.9
5552,Honduras,M,Employed for cash,... if she refuses to have sex with him,2.4
5553,Honduras,M,Employed for kind,... if she refuses to have sex with him,4.1
5554,Honduras,M,Unemployed,... if she refuses to have sex with him,0.7
5585,India,F,Unemployed,... if she burns the food,17.8
5590,India,F,Employed for cash,... if she burns the food,21.4
5594,India,F,Employed for kind,... if she burns the food,25.8
5600,India,M,Employed for cash,... if she burns the food,9.9
5601,India,M,Unemployed,... if she burns the food,9.9
5609,India,M,Employed for kind,... if she burns the food,14.1
5645,India,F,Employed for cash,... for at least one specific reason,50.9
5646,India,F,Employed for kind,... for at least one specific reason,52.4
5647,India,F,Unemployed,... for at least one specific reason,41.8
5648,India,F,Employed for cash,... if she argues with him,33.6
5649,India,F,Employed for kind,... if she argues with him,36.6
5650,India,F,Unemployed,... if she argues with him,26.9
5651,India,F,Employed for cash,... if she goes out without telling him,30.6
5652,India,F,Employed for kind,... if she goes out without telling him,31.9
5653,India,F,Unemployed,... if she goes out without telling him,24.1
5654,India,F,Employed for cash,... if she neglects the children,38.7
5655,India,F,Employed for kind,... if she neglects the children,37.3
5656,India,F,Unemployed,... if she neglects the children,30.3
5657,India,F,Employed for cash,... if she refuses to have sex with him,15.2
5658,India,F,Employed for kind,... if she refuses to have sex with him,17.8
5659,India,F,Unemployed,... if she refuses to have sex with him,12.3
5720,India,M,Employed for cash,... for at least one specific reason,31.7
5721,India,M,Employed for kind,... for at least one specific reason,39.1
5722,India,M,Unemployed,... for at least one specific reason,29.8
5723,India,M,Employed for cash,... if she argues with him,20.2
5724,India,M,Employed for kind,... if she argues with him,25.9
5725,India,M,Unemployed,... if she argues with him,19.3
5726,India,M,Employed for cash,... if she goes out without telling him,15.7
5727,India,M,Employed for kind,... if she goes out without telling him,20.2
5728,India,M,Unemployed,... if she goes out without telling him,15.4
5729,India,M,Employed for cash,... if she neglects the children,19.8
5730,India,M,Employed for kind,... if she neglects the children,24.0
5731,India,M,Unemployed,... if she neglects the children,18.2
5732,India,M,Employed for cash,... if she refuses to have sex with him,8.8
5733,India,M,Employed for kind,... if she refuses to have sex with him,10.9
5734,India,M,Unemployed,... if she refuses to have sex with him,8.9
5764,Indonesia,F,Employed for cash,... if she burns the food,2.2
5765,Indonesia,F,Unemployed,... if she burns the food,2.4
5773,Indonesia,F,Employed for kind,... if she burns the food,4.0
5777,Indonesia,M,Unemployed,... if she burns the food,0.0
5783,Indonesia,M,Employed for cash,... if she burns the food,0.8
5788,Indonesia,M,Employed for kind,... if she burns the food,1.4
5825,Indonesia,F,Employed for cash,... for at least one specific reason,31.9
5826,Indonesia,F,Employed for kind,... for at least one specific reason,37.8
5827,Indonesia,F,Unemployed,... for at least one specific reason,36.3
5828,Indonesia,F,Employed for cash,... if she argues with him,4.8
5829,Indonesia,F,Employed for kind,... if she argues with him,8.4
5830,Indonesia,F,Unemployed,... if she argues with him,5.7
5831,Indonesia,F,Employed for cash,... if she goes out without telling him,22.2
5832,Indonesia,F,Employed for kind,... if she goes out without telling him,28.2
5833,Indonesia,F,Unemployed,... if she goes out without telling him,24.7
5834,Indonesia,F,Employed for cash,... if she neglects the children,25.2
5835,Indonesia,F,Employed for kind,... if she neglects the children,29.5
5836,Indonesia,F,Unemployed,... if she neglects the children,28.9
5837,Indonesia,F,Employed for cash,... if she refuses to have sex with him,8.5
5838,Indonesia,F,Employed for kind,... if she refuses to have sex with him,11.0
5839,Indonesia,F,Unemployed,... if she refuses to have sex with him,8.7
5900,Indonesia,M,Employed for cash,... for at least one specific reason,18.0
5901,Indonesia,M,Employed for kind,... for at least one specific reason,22.3
5902,Indonesia,M,Unemployed,... for at least one specific reason,6.4
5903,Indonesia,M,Employed for cash,... if she argues with him,3.2
5904,Indonesia,M,Employed for kind,... if she argues with him,5.9
5905,Indonesia,M,Unemployed,... if she argues with him,5.5
5906,Indonesia,M,Employed for cash,... if she goes out without telling him,12.0
5907,Indonesia,M,Employed for kind,... if she goes out without telling him,16.6
5908,Indonesia,M,Unemployed,... if she goes out without telling him,0.0
5909,Indonesia,M,Employed for cash,... if she neglects the children,12.6
5910,Indonesia,M,Employed for kind,... if she neglects the children,13.1
5911,Indonesia,M,Unemployed,... if she neglects the children,2.4
5912,Indonesia,M,Employed for cash,... if she refuses to have sex with him,3.0
5913,Indonesia,M,Employed for kind,... if she refuses to have sex with him,5.4
5914,Indonesia,M,Unemployed,... if she refuses to have sex with him,4.2
5940,Jordan,F,Employed for cash,... if she burns the food,14.9
5945,Jordan,F,Employed for kind,... if she burns the food,2.1
5949,Jordan,F,Unemployed,... if she burns the food,2.4
5988,Jordan,F,Employed for cash,... for at least one specific reason,14.9
5989,Jordan,F,Employed for kind,... for at least one specific reason,10.5
5990,Jordan,F,Unemployed,... for at least one specific reason,14.7
5991,Jordan,F,Employed for cash,... if she argues with him,14.9
5992,Jordan,F,Employed for kind,... if she argues with him,4.8
5993,Jordan,F,Unemployed,... if she argues with him,6.1
5994,Jordan,F,Employed for cash,... if she goes out without telling him,14.9
5995,Jordan,F,Employed for kind,... if she goes out without telling him,4.4
5996,Jordan,F,Unemployed,... if she goes out without telling him,7.6
5997,Jordan,F,Employed for cash,... if she neglects the children,14.9
5998,Jordan,F,Employed for kind,... if she neglects the children,4.6
5999,Jordan,F,Unemployed,... if she neglects the children,7.1
6000,Jordan,F,Employed for cash,... if she refuses to have sex with him,14.9
6001,Jordan,F,Employed for kind,... if she refuses to have sex with him,14.9
6002,Jordan,F,Unemployed,... if she refuses to have sex with him,14.9
6072,Jordan,M,Employed for cash,... for at least one specific reason,14.9
6073,Jordan,M,Employed for kind,... for at least one specific reason,28.3
6074,Jordan,M,Unemployed,... for at least one specific reason,32.7
6075,Jordan,M,Employed for cash,... if she argues with him,14.9
6076,Jordan,M,Employed for kind,... if she argues with him,15.8
6077,Jordan,M,Unemployed,... if she argues with him,19.7
6078,Jordan,M,Employed for cash,... if she burns the food,14.9
6079,Jordan,M,Employed for kind,... if she burns the food,5.3
6080,Jordan,M,Unemployed,... if she burns the food,12.2
6081,Jordan,M,Employed for cash,... if she goes out without telling him,14.9
6082,Jordan,M,Employed for kind,... if she goes out without telling him,17.0
6083,Jordan,M,Unemployed,... if she goes out without telling him,20.5
6084,Jordan,M,Employed for cash,... if she neglects the children,14.9
6085,Jordan,M,Employed for kind,... if she neglects the children,10.8
6086,Jordan,M,Unemployed,... if she neglects the children,16.1
6087,Jordan,M,Employed for cash,... if she refuses to have sex with him,14.9
6088,Jordan,M,Employed for kind,... if she refuses to have sex with him,14.9
6089,Jordan,M,Unemployed,... if she refuses to have sex with him,14.9
6162,Kenya,F,Employed for cash,... for at least one specific reason,38.6
6163,Kenya,F,Employed for kind,... for at least one specific reason,53.7
6164,Kenya,F,Unemployed,... for at least one specific reason,42.0
6165,Kenya,F,Employed for cash,... if she argues with him,18.4
6166,Kenya,F,Employed for kind,... if she argues with him,30.8
6167,Kenya,F,Unemployed,... if she argues with him,21.0
6168,Kenya,F,Employed for cash,... if she burns the food,5.9
6169,Kenya,F,Employed for kind,... if she burns the food,10.1
6170,Kenya,F,Unemployed,... if she burns the food,7.6
6171,Kenya,F,Employed for cash,... if she goes out without telling him,20.0
6172,Kenya,F,Employed for kind,... if she goes out without telling him,28.0
6173,Kenya,F,Unemployed,... if she goes out without telling him,22.0
6174,Kenya,F,Employed for cash,... if she neglects the children,30.5
6175,Kenya,F,Employed for kind,... if she neglects the children,42.7
6176,Kenya,F,Unemployed,... if she neglects the children,33.9
6177,Kenya,F,Employed for cash,... if she refuses to have sex with him,13.8
6178,Kenya,F,Employed for kind,... if she refuses to have sex with him,22.6
6179,Kenya,F,Unemployed,... if she refuses to have sex with him,14.1
6252,Kenya,M,Employed for cash,... for at least one specific reason,35.8
6253,Kenya,M,Employed for kind,... for at least one specific reason,45.6
6254,Kenya,M,Unemployed,... for at least one specific reason,33.1
6255,Kenya,M,Employed for cash,... if she argues with him,20.6
6256,Kenya,M,Employed for kind,... if she argues with him,25.1
6257,Kenya,M,Unemployed,... if she argues with him,17.3
6258,Kenya,M,Employed for cash,... if she burns the food,4.1
6259,Kenya,M,Employed for kind,... if she burns the food,6.3
6260,Kenya,M,Unemployed,... if she burns the food,5.4
6261,Kenya,M,Employed for cash,... if she goes out without telling him,18.3
6262,Kenya,M,Employed for kind,... if she goes out without telling him,25.0
6263,Kenya,M,Unemployed,... if she goes out without telling him,15.2
6264,Kenya,M,Employed for cash,... if she neglects the children,27.1
6265,Kenya,M,Employed for kind,... if she neglects the children,35.5
6266,Kenya,M,Unemployed,... if she neglects the children,23.5
6267,Kenya,M,Employed for cash,... if she refuses to have sex with him,9.2
6268,Kenya,M,Employed for kind,... if she refuses to have sex with him,13.5
6269,Kenya,M,Unemployed,... if she refuses to have sex with him,10.4
6342,Kyrgyz Republic,F,Employed for cash,... for at least one specific reason,26.3
6343,Kyrgyz Republic,F,Employed for kind,... for at least one specific reason,40.9
6344,Kyrgyz Republic,F,Unemployed,... for at least one specific reason,36.5
6345,Kyrgyz Republic,F,Employed for cash,... if she argues with him,12.4
6346,Kyrgyz Republic,F,Employed for kind,... if she argues with him,17.9
6347,Kyrgyz Republic,F,Unemployed,... if she argues with him,18.5
6348,Kyrgyz Republic,F,Employed for cash,... if she burns the food,4.5
6349,Kyrgyz Republic,F,Employed for kind,... if she burns the food,6.4
6350,Kyrgyz Republic,F,Unemployed,... if she burns the food,7.0
6351,Kyrgyz Republic,F,Employed for cash,... if she goes out without telling him,16.6
6352,Kyrgyz Republic,F,Employed for kind,... if she goes out without telling him,26.5
6353,Kyrgyz Republic,F,Unemployed,... if she goes out without telling him,25.7
6354,Kyrgyz Republic,F,Employed for cash,... if she neglects the children,20.3
6355,Kyrgyz Republic,F,Employed for kind,... if she neglects the children,31.1
6356,Kyrgyz Republic,F,Unemployed,... if she neglects the children,27.6
6357,Kyrgyz Republic,F,Employed for cash,... if she refuses to have sex with him,5.7
6358,Kyrgyz Republic,F,Employed for kind,... if she refuses to have sex with him,6.3
6359,Kyrgyz Republic,F,Unemployed,... if she refuses to have sex with him,8.0
6432,Kyrgyz Republic,M,Employed for cash,... for at least one specific reason,54.1
6433,Kyrgyz Republic,M,Employed for kind,... for at least one specific reason,28.3
6434,Kyrgyz Republic,M,Unemployed,... for at least one specific reason,45.0
6435,Kyrgyz Republic,M,Employed for cash,... if she argues with him,25.4
6436,Kyrgyz Republic,M,Employed for kind,... if she argues with him,16.3
6437,Kyrgyz Republic,M,Unemployed,... if she argues with him,19.9
6438,Kyrgyz Republic,M,Employed for cash,... if she burns the food,4.2
6439,Kyrgyz Republic,M,Employed for kind,... if she burns the food,0.6
6440,Kyrgyz Republic,M,Unemployed,... if she burns the food,8.7
6441,Kyrgyz Republic,M,Employed for cash,... if she goes out without telling him,39.4
6442,Kyrgyz Republic,M,Employed for kind,... if she goes out without telling him,20.2
6443,Kyrgyz Republic,M,Unemployed,... if she goes out without telling him,29.1
6444,Kyrgyz Republic,M,Employed for cash,... if she neglects the children,48.4
6445,Kyrgyz Republic,M,Employed for kind,... if she neglects the children,19.9
6446,Kyrgyz Republic,M,Unemployed,... if she neglects the children,40.5
6447,Kyrgyz Republic,M,Employed for cash,... if she refuses to have sex with him,4.9
6448,Kyrgyz Republic,M,Employed for kind,... if she refuses to have sex with him,5.1
6449,Kyrgyz Republic,M,Unemployed,... if she refuses to have sex with him,8.3
6522,Lesotho,F,Employed for cash,... for at least one specific reason,25.1
6523,Lesotho,F,Employed for kind,... for at least one specific reason,39.2
6524,Lesotho,F,Unemployed,... for at least one specific reason,38.6
6525,Lesotho,F,Employed for cash,... if she argues with him,17.7
6526,Lesotho,F,Employed for kind,... if she argues with him,28.6
6527,Lesotho,F,Unemployed,... if she argues with him,29.1
6528,Lesotho,F,Employed for cash,... if she burns the food,3.9
6529,Lesotho,F,Employed for kind,... if she burns the food,8.8
6530,Lesotho,F,Unemployed,... if she burns the food,7.8
6531,Lesotho,F,Employed for cash,... if she goes out without telling him,7.0
6532,Lesotho,F,Employed for kind,... if she goes out without telling him,11.5
6533,Lesotho,F,Unemployed,... if she goes out without telling him,13.4
6534,Lesotho,F,Employed for cash,... if she neglects the children,16.1
6535,Lesotho,F,Employed for kind,... if she neglects the children,28.0
6536,Lesotho,F,Unemployed,... if she neglects the children,25.6
6537,Lesotho,F,Employed for cash,... if she refuses to have sex with him,6.0
6538,Lesotho,F,Employed for kind,... if she refuses to have sex with him,10.3
6539,Lesotho,F,Unemployed,... if she refuses to have sex with him,11.8
6612,Lesotho,M,Employed for cash,... for at least one specific reason,32.8
6613,Lesotho,M,Employed for kind,... for at least one specific reason,46.9
6614,Lesotho,M,Unemployed,... for at least one specific reason,46.2
6615,Lesotho,M,Employed for cash,... if she argues with him,20.8
6616,Lesotho,M,Employed for kind,... if she argues with him,30.9
6617,Lesotho,M,Unemployed,... if she argues with him,30.8
6618,Lesotho,M,Employed for cash,... if she burns the food,4.2
6619,Lesotho,M,Employed for kind,... if she burns the food,8.2
6620,Lesotho,M,Unemployed,... if she burns the food,8.8
6621,Lesotho,M,Employed for cash,... if she goes out without telling him,13.2
6622,Lesotho,M,Employed for kind,... if she goes out without telling him,19.1
6623,Lesotho,M,Unemployed,... if she goes out without telling him,17.6
6624,Lesotho,M,Employed for cash,... if she neglects the children,20.9
6625,Lesotho,M,Employed for kind,... if she neglects the children,34.2
6626,Lesotho,M,Unemployed,... if she neglects the children,29.5
6627,Lesotho,M,Employed for cash,... if she refuses to have sex with him,6.0
6628,Lesotho,M,Employed for kind,... if she refuses to have sex with him,13.8
6629,Lesotho,M,Unemployed,... if she refuses to have sex with him,11.7
6702,Liberia,F,Employed for cash,... for at least one specific reason,39.7
