,Country,Gender,Demographics Question,Demographics Response,Question,Value
6278,Kenya,M,Marital status,"Widowed, divorced, separated",... if she burns the food,3.4
6279,Kenya,M,Marital status,Married or living together,... if she goes out without telling him,19.0
6280,Kenya,M,Marital status,Never married,... if she goes out without telling him,17.6
6281,Kenya,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,22.1
6282,Kenya,M,Marital status,Married or living together,... if she neglects the children,27.5
6283,Kenya,M,Marital status,Never married,... if she neglects the children,27.0
6284,Kenya,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,29.2
6285,Kenya,M,Marital status,Married or living together,... if she refuses to have sex with him,9.6
6286,Kenya,M,Marital status,Never married,... if she refuses to have sex with him,10.1
6287,Kenya,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,10.1
6288,Kenya,M,Residence,Rural,... for at least one specific reason,37.0
6289,Kenya,M,Residence,Urban,... for at least one specific reason,35.6
6290,Kenya,M,Residence,Rural,... if she argues with him,21.1
6291,Kenya,M,Residence,Urban,... if she argues with him,19.8
6292,Kenya,M,Residence,Rural,... if she burns the food,5.1
6293,Kenya,M,Residence,Urban,... if she burns the food,3.8
6294,Kenya,M,Residence,Rural,... if she goes out without telling him,20.4
6295,Kenya,M,Residence,Urban,... if she goes out without telling him,16.1
6296,Kenya,M,Residence,Rural,... if she neglects the children,27.7
6297,Kenya,M,Residence,Urban,... if she neglects the children,26.9
6298,Kenya,M,Residence,Rural,... if she refuses to have sex with him,10.9
6299,Kenya,M,Residence,Urban,... if she refuses to have sex with him,8.6
6300,Kyrgyz Republic,F,Age,15-24,... for at least one specific reason,27.9
6301,Kyrgyz Republic,F,Age,25-34,... for at least one specific reason,38.0
6302,Kyrgyz Republic,F,Age,35-49,... for at least one specific reason,36.8
6303,Kyrgyz Republic,F,Age,15-24,... if she argues with him,13.6
6304,Kyrgyz Republic,F,Age,25-34,... if she argues with him,19.0
6305,Kyrgyz Republic,F,Age,35-49,... if she argues with him,18.5
6306,Kyrgyz Republic,F,Age,15-24,... if she burns the food,4.4
6307,Kyrgyz Republic,F,Age,25-34,... if she burns the food,7.6
6308,Kyrgyz Republic,F,Age,35-49,... if she burns the food,7.3
6309,Kyrgyz Republic,F,Age,15-24,... if she goes out without telling him,18.2
6310,Kyrgyz Republic,F,Age,25-34,... if she goes out without telling him,26.1
6311,Kyrgyz Republic,F,Age,35-49,... if she goes out without telling him,26.2
6312,Kyrgyz Republic,F,Age,15-24,... if she neglects the children,21.8
6313,Kyrgyz Republic,F,Age,25-34,... if she neglects the children,29.1
6314,Kyrgyz Republic,F,Age,35-49,... if she neglects the children,27.1
6315,Kyrgyz Republic,F,Age,15-24,... if she refuses to have sex with him,4.5
6316,Kyrgyz Republic,F,Age,25-34,... if she refuses to have sex with him,9.5
6317,Kyrgyz Republic,F,Age,35-49,... if she refuses to have sex with him,8.8
6318,Kyrgyz Republic,F,Education,Higher,... for at least one specific reason,25.6
6319,Kyrgyz Republic,F,Education,No education,... for at least one specific reason,14.9
6320,Kyrgyz Republic,F,Education,Primary,... for at least one specific reason,53.4
6321,Kyrgyz Republic,F,Education,Secondary,... for at least one specific reason,39.8
6322,Kyrgyz Republic,F,Education,Higher,... if she argues with him,11.8
6323,Kyrgyz Republic,F,Education,No education,... if she argues with him,14.9
6324,Kyrgyz Republic,F,Education,Primary,... if she argues with him,19.9
6325,Kyrgyz Republic,F,Education,Secondary,... if she argues with him,20.6
6326,Kyrgyz Republic,F,Education,Higher,... if she burns the food,4.1
6327,Kyrgyz Republic,F,Education,No education,... if she burns the food,14.9
6328,Kyrgyz Republic,F,Education,Primary,... if she burns the food,3.9
6329,Kyrgyz Republic,F,Education,Secondary,... if she burns the food,8.0
6330,Kyrgyz Republic,F,Education,Higher,... if she goes out without telling him,15.6
6331,Kyrgyz Republic,F,Education,No education,... if she goes out without telling him,14.9
6332,Kyrgyz Republic,F,Education,Primary,... if she goes out without telling him,31.4
6333,Kyrgyz Republic,F,Education,Secondary,... if she goes out without telling him,28.9
6334,Kyrgyz Republic,F,Education,Higher,... if she neglects the children,19.1
6335,Kyrgyz Republic,F,Education,No education,... if she neglects the children,14.9
6336,Kyrgyz Republic,F,Education,Primary,... if she neglects the children,41.4
6337,Kyrgyz Republic,F,Education,Secondary,... if she neglects the children,30.6
6338,Kyrgyz Republic,F,Education,Higher,... if she refuses to have sex with him,5.2
6339,Kyrgyz Republic,F,Education,No education,... if she refuses to have sex with him,14.9
6340,Kyrgyz Republic,F,Education,Primary,... if she refuses to have sex with him,3.9
6341,Kyrgyz Republic,F,Education,Secondary,... if she refuses to have sex with him,9.0
6342,Kyrgyz Republic,F,Employment,Employed for cash,... for at least one specific reason,26.3
6343,Kyrgyz Republic,F,Employment,Employed for kind,... for at least one specific reason,40.9
6344,Kyrgyz Republic,F,Employment,Unemployed,... for at least one specific reason,36.5
6345,Kyrgyz Republic,F,Employment,Employed for cash,... if she argues with him,12.4
6346,Kyrgyz Republic,F,Employment,Employed for kind,... if she argues with him,17.9
6347,Kyrgyz Republic,F,Employment,Unemployed,... if she argues with him,18.5
6348,Kyrgyz Republic,F,Employment,Employed for cash,... if she burns the food,4.5
6349,Kyrgyz Republic,F,Employment,Employed for kind,... if she burns the food,6.4
6350,Kyrgyz Republic,F,Employment,Unemployed,... if she burns the food,7.0
6351,Kyrgyz Republic,F,Employment,Employed for cash,... if she goes out without telling him,16.6
6352,Kyrgyz Republic,F,Employment,Employed for kind,... if she goes out without telling him,26.5
6353,Kyrgyz Republic,F,Employment,Unemployed,... if she goes out without telling him,25.7
6354,Kyrgyz Republic,F,Employment,Employed for cash,... if she neglects the children,20.3
6355,Kyrgyz Republic,F,Employment,Employed for kind,... if she neglects the children,31.1
6356,Kyrgyz Republic,F,Employment,Unemployed,... if she neglects the children,27.6
6357,Kyrgyz Republic,F,Employment,Employed for cash,... if she refuses to have sex with him,5.7
6358,Kyrgyz Republic,F,Employment,Employed for kind,... if she refuses to have sex with him,6.3
6359,Kyrgyz Republic,F,Employment,Unemployed,... if she refuses to have sex with him,8.0
6360,Kyrgyz Republic,F,Marital status,Married or living together,... for at least one specific reason,40.7
6361,Kyrgyz Republic,F,Marital status,Never married,... for at least one specific reason,20.5
6362,Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,23.8
6363,Kyrgyz Republic,F,Marital status,Married or living together,... if she argues with him,20.5
6364,Kyrgyz Republic,F,Marital status,Never married,... if she argues with him,9.4
6365,Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... if she argues with him,11.9
6366,Kyrgyz Republic,F,Marital status,Married or living together,... if she burns the food,8.1
6367,Kyrgyz Republic,F,Marital status,Never married,... if she burns the food,2.4
6368,Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... if she burns the food,5.1
6369,Kyrgyz Republic,F,Marital status,Married or living together,... if she goes out without telling him,28.9
6370,Kyrgyz Republic,F,Marital status,Never married,... if she goes out without telling him,11.9
6371,Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,15.8
6372,Kyrgyz Republic,F,Marital status,Married or living together,... if she neglects the children,31.0
6373,Kyrgyz Republic,F,Marital status,Never married,... if she neglects the children,15.6
6374,Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,17.2
6375,Kyrgyz Republic,F,Marital status,Married or living together,... if she refuses to have sex with him,9.6
6376,Kyrgyz Republic,F,Marital status,Never married,... if she refuses to have sex with him,2.2
6377,Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,6.8
6378,Kyrgyz Republic,F,Residence,Rural,... for at least one specific reason,40.7
6379,Kyrgyz Republic,F,Residence,Urban,... for at least one specific reason,22.1
6380,Kyrgyz Republic,F,Residence,Rural,... if she argues with him,20.9
6381,Kyrgyz Republic,F,Residence,Urban,... if she argues with him,9.8
6382,Kyrgyz Republic,F,Residence,Rural,... if she burns the food,7.9
6383,Kyrgyz Republic,F,Residence,Urban,... if she burns the food,3.5
6384,Kyrgyz Republic,F,Residence,Rural,... if she goes out without telling him,29.2
6385,Kyrgyz Republic,F,Residence,Urban,... if she goes out without telling him,12.9
6386,Kyrgyz Republic,F,Residence,Rural,... if she neglects the children,30.8
6387,Kyrgyz Republic,F,Residence,Urban,... if she neglects the children,16.9
6388,Kyrgyz Republic,F,Residence,Rural,... if she refuses to have sex with him,9.4
6389,Kyrgyz Republic,F,Residence,Urban,... if she refuses to have sex with him,3.9
6390,Kyrgyz Republic,M,Age,15-24,... for at least one specific reason,47.4
6391,Kyrgyz Republic,M,Age,25-34,... for at least one specific reason,56.2
6392,Kyrgyz Republic,M,Age,35-49,... for at least one specific reason,48.3
6393,Kyrgyz Republic,M,Age,15-24,... if she argues with him,18.7
6394,Kyrgyz Republic,M,Age,25-34,... if she argues with him,27.9
6395,Kyrgyz Republic,M,Age,35-49,... if she argues with him,25.0
6396,Kyrgyz Republic,M,Age,15-24,... if she burns the food,6.7
6397,Kyrgyz Republic,M,Age,25-34,... if she burns the food,4.3
6398,Kyrgyz Republic,M,Age,35-49,... if she burns the food,3.7
6399,Kyrgyz Republic,M,Age,15-24,... if she goes out without telling him,30.7
6400,Kyrgyz Republic,M,Age,25-34,... if she goes out without telling him,42.9
6401,Kyrgyz Republic,M,Age,35-49,... if she goes out without telling him,35.2
6402,Kyrgyz Republic,M,Age,15-24,... if she neglects the children,42.2
6403,Kyrgyz Republic,M,Age,25-34,... if she neglects the children,49.9
6404,Kyrgyz Republic,M,Age,35-49,... if she neglects the children,43.1
6405,Kyrgyz Republic,M,Age,15-24,... if she refuses to have sex with him,7.0
6406,Kyrgyz Republic,M,Age,25-34,... if she refuses to have sex with him,5.5
6407,Kyrgyz Republic,M,Age,35-49,... if she refuses to have sex with him,4.5
6408,Kyrgyz Republic,M,Education,Higher,... for at least one specific reason,50.9
6409,Kyrgyz Republic,M,Education,No education,... for at least one specific reason,14.9
6410,Kyrgyz Republic,M,Education,Primary,... for at least one specific reason,14.9
6411,Kyrgyz Republic,M,Education,Secondary,... for at least one specific reason,50.0
6412,Kyrgyz Republic,M,Education,Higher,... if she argues with him,24.7
6413,Kyrgyz Republic,M,Education,No education,... if she argues with him,14.9
6414,Kyrgyz Republic,M,Education,Primary,... if she argues with him,14.9
6415,Kyrgyz Republic,M,Education,Secondary,... if she argues with him,23.0
6416,Kyrgyz Republic,M,Education,Higher,... if she burns the food,3.2
6417,Kyrgyz Republic,M,Education,No education,... if she burns the food,14.9
6418,Kyrgyz Republic,M,Education,Primary,... if she burns the food,14.9
6419,Kyrgyz Republic,M,Education,Secondary,... if she burns the food,5.9
6420,Kyrgyz Republic,M,Education,Higher,... if she goes out without telling him,34.3
6421,Kyrgyz Republic,M,Education,No education,... if she goes out without telling him,14.9
6422,Kyrgyz Republic,M,Education,Primary,... if she goes out without telling him,14.9
6423,Kyrgyz Republic,M,Education,Secondary,... if she goes out without telling him,36.8
6424,Kyrgyz Republic,M,Education,Higher,... if she neglects the children,45.2
6425,Kyrgyz Republic,M,Education,No education,... if she neglects the children,14.9
6426,Kyrgyz Republic,M,Education,Primary,... if she neglects the children,14.9
6427,Kyrgyz Republic,M,Education,Secondary,... if she neglects the children,44.6
6428,Kyrgyz Republic,M,Education,Higher,... if she refuses to have sex with him,4.8
6429,Kyrgyz Republic,M,Education,No education,... if she refuses to have sex with him,14.9
6430,Kyrgyz Republic,M,Education,Primary,... if she refuses to have sex with him,14.9
6431,Kyrgyz Republic,M,Education,Secondary,... if she refuses to have sex with him,6.2
6432,Kyrgyz Republic,M,Employment,Employed for cash,... for at least one specific reason,54.1
6433,Kyrgyz Republic,M,Employment,Employed for kind,... for at least one specific reason,28.3
6434,Kyrgyz Republic,M,Employment,Unemployed,... for at least one specific reason,45.0
6435,Kyrgyz Republic,M,Employment,Employed for cash,... if she argues with him,25.4
6436,Kyrgyz Republic,M,Employment,Employed for kind,... if she argues with him,16.3
6437,Kyrgyz Republic,M,Employment,Unemployed,... if she argues with him,19.9
6438,Kyrgyz Republic,M,Employment,Employed for cash,... if she burns the food,4.2
6439,Kyrgyz Republic,M,Employment,Employed for kind,... if she burns the food,0.6
6440,Kyrgyz Republic,M,Employment,Unemployed,... if she burns the food,8.7
6441,Kyrgyz Republic,M,Employment,Employed for cash,... if she goes out without telling him,39.4
6442,Kyrgyz Republic,M,Employment,Employed for kind,... if she goes out without telling him,20.2
6443,Kyrgyz Republic,M,Employment,Unemployed,... if she goes out without telling him,29.1
6444,Kyrgyz Republic,M,Employment,Employed for cash,... if she neglects the children,48.4
6445,Kyrgyz Republic,M,Employment,Employed for kind,... if she neglects the children,19.9
6446,Kyrgyz Republic,M,Employment,Unemployed,... if she neglects the children,40.5
6447,Kyrgyz Republic,M,Employment,Employed for cash,... if she refuses to have sex with him,4.9
6448,Kyrgyz Republic,M,Employment,Employed for kind,... if she refuses to have sex with him,5.1
6449,Kyrgyz Republic,M,Employment,Unemployed,... if she refuses to have sex with him,8.3
6450,Kyrgyz Republic,M,Marital status,Married or living together,... for at least one specific reason,49.9
6451,Kyrgyz Republic,M,Marital status,Never married,... for at least one specific reason,49.9
6452,Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,56.35000000000001
6453,Kyrgyz Republic,M,Marital status,Married or living together,... if she argues with him,25.1
6454,Kyrgyz Republic,M,Marital status,Never married,... if she argues with him,19.7
6455,Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she argues with him,37.7
6456,Kyrgyz Republic,M,Marital status,Married or living together,... if she burns the food,2.6
6457,Kyrgyz Republic,M,Marital status,Never married,... if she burns the food,7.6
6458,Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she burns the food,14.3
6459,Kyrgyz Republic,M,Marital status,Married or living together,... if she goes out without telling him,36.2
6460,Kyrgyz Republic,M,Marital status,Never married,... if she goes out without telling him,33.9
6461,Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,49.0
6462,Kyrgyz Republic,M,Marital status,Married or living together,... if she neglects the children,43.6
6463,Kyrgyz Republic,M,Marital status,Never married,... if she neglects the children,45.5
6464,Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,56.35000000000001
6465,Kyrgyz Republic,M,Marital status,Married or living together,... if she refuses to have sex with him,4.1
6466,Kyrgyz Republic,M,Marital status,Never married,... if she refuses to have sex with him,7.7
6467,Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,9.6
6468,Kyrgyz Republic,M,Residence,Rural,... for at least one specific reason,51.5
6469,Kyrgyz Republic,M,Residence,Urban,... for at least one specific reason,48.0
6470,Kyrgyz Republic,M,Residence,Rural,... if she argues with him,22.4
6471,Kyrgyz Republic,M,Residence,Urban,... if she argues with him,26.3
6472,Kyrgyz Republic,M,Residence,Rural,... if she burns the food,4.7
6473,Kyrgyz Republic,M,Residence,Urban,... if she burns the food,5.3
6474,Kyrgyz Republic,M,Residence,Rural,... if she goes out without telling him,37.1
6475,Kyrgyz Republic,M,Residence,Urban,... if she goes out without telling him,33.4
6476,Kyrgyz Republic,M,Residence,Rural,... if she neglects the children,46.5
6477,Kyrgyz Republic,M,Residence,Urban,... if she neglects the children,41.2
6478,Kyrgyz Republic,M,Residence,Rural,... if she refuses to have sex with him,5.3
6479,Kyrgyz Republic,M,Residence,Urban,... if she refuses to have sex with him,6.3
6480,Lesotho,F,Age,15-24,... for at least one specific reason,41.3
6481,Lesotho,F,Age,25-34,... for at least one specific reason,27.8
6482,Lesotho,F,Age,35-49,... for at least one specific reason,27.3
6483,Lesotho,F,Age,15-24,... if she argues with him,31.1
6484,Lesotho,F,Age,25-34,... if she argues with him,20.8
6485,Lesotho,F,Age,35-49,... if she argues with him,18.9
6486,Lesotho,F,Age,15-24,... if she burns the food,8.5
6487,Lesotho,F,Age,25-34,... if she burns the food,4.7
6488,Lesotho,F,Age,35-49,... if she burns the food,4.9
6489,Lesotho,F,Age,15-24,... if she goes out without telling him,13.3
6490,Lesotho,F,Age,25-34,... if she goes out without telling him,8.8
6491,Lesotho,F,Age,35-49,... if she goes out without telling him,9.0
6492,Lesotho,F,Age,15-24,... if she neglects the children,27.5
6493,Lesotho,F,Age,25-34,... if she neglects the children,17.7
6494,Lesotho,F,Age,35-49,... if she neglects the children,18.3
6495,Lesotho,F,Age,15-24,... if she refuses to have sex with him,10.3
6496,Lesotho,F,Age,25-34,... if she refuses to have sex with him,8.3
6497,Lesotho,F,Age,35-49,... if she refuses to have sex with him,9.4
6498,Lesotho,F,Education,Higher,... for at least one specific reason,5.4
6499,Lesotho,F,Education,No education,... for at least one specific reason,41.7
6500,Lesotho,F,Education,Primary,... for at least one specific reason,44.7
6501,Lesotho,F,Education,Secondary,... for at least one specific reason,29.4
6502,Lesotho,F,Education,Higher,... if she argues with him,2.6
6503,Lesotho,F,Education,No education,... if she argues with him,32.6
6504,Lesotho,F,Education,Primary,... if she argues with him,34.4
6505,Lesotho,F,Education,Secondary,... if she argues with him,20.8
6506,Lesotho,F,Education,Higher,... if she burns the food,0.5
6507,Lesotho,F,Education,No education,... if she burns the food,9.9
6508,Lesotho,F,Education,Primary,... if she burns the food,10.0
6509,Lesotho,F,Education,Secondary,... if she burns the food,4.5
6510,Lesotho,F,Education,Higher,... if she goes out without telling him,1.3
6511,Lesotho,F,Education,No education,... if she goes out without telling him,13.8
6512,Lesotho,F,Education,Primary,... if she goes out without telling him,17.1
6513,Lesotho,F,Education,Secondary,... if she goes out without telling him,7.5
6514,Lesotho,F,Education,Higher,... if she neglects the children,2.3
6515,Lesotho,F,Education,No education,... if she neglects the children,29.6
6516,Lesotho,F,Education,Primary,... if she neglects the children,30.4
6517,Lesotho,F,Education,Secondary,... if she neglects the children,18.9
6518,Lesotho,F,Education,Higher,... if she refuses to have sex with him,0.5
6519,Lesotho,F,Education,No education,... if she refuses to have sex with him,15.0
6520,Lesotho,F,Education,Primary,... if she refuses to have sex with him,15.6
6521,Lesotho,F,Education,Secondary,... if she refuses to have sex with him,6.2
6522,Lesotho,F,Employment,Employed for cash,... for at least one specific reason,25.1
6523,Lesotho,F,Employment,Employed for kind,... for at least one specific reason,39.2
6524,Lesotho,F,Employment,Unemployed,... for at least one specific reason,38.6
6525,Lesotho,F,Employment,Employed for cash,... if she argues with him,17.7
6526,Lesotho,F,Employment,Employed for kind,... if she argues with him,28.6
6527,Lesotho,F,Employment,Unemployed,... if she argues with him,29.1
6528,Lesotho,F,Employment,Employed for cash,... if she burns the food,3.9
6529,Lesotho,F,Employment,Employed for kind,... if she burns the food,8.8
6530,Lesotho,F,Employment,Unemployed,... if she burns the food,7.8
6531,Lesotho,F,Employment,Employed for cash,... if she goes out without telling him,7.0
6532,Lesotho,F,Employment,Employed for kind,... if she goes out without telling him,11.5
6533,Lesotho,F,Employment,Unemployed,... if she goes out without telling him,13.4
6534,Lesotho,F,Employment,Employed for cash,... if she neglects the children,16.1
6535,Lesotho,F,Employment,Employed for kind,... if she neglects the children,28.0
6536,Lesotho,F,Employment,Unemployed,... if she neglects the children,25.6
6537,Lesotho,F,Employment,Employed for cash,... if she refuses to have sex with him,6.0
6538,Lesotho,F,Employment,Employed for kind,... if she refuses to have sex with him,10.3
6539,Lesotho,F,Employment,Unemployed,... if she refuses to have sex with him,11.8
6540,Lesotho,F,Marital status,Married or living together,... for at least one specific reason,32.1
6541,Lesotho,F,Marital status,Never married,... for at least one specific reason,37.3
6542,Lesotho,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,28.0
6543,Lesotho,F,Marital status,Married or living together,... if she argues with him,24.1
6544,Lesotho,F,Marital status,Never married,... if she argues with him,26.8
6545,Lesotho,F,Marital status,"Widowed, divorced, separated",... if she argues with him,20.6
6546,Lesotho,F,Marital status,Married or living together,... if she burns the food,6.0
6547,Lesotho,F,Marital status,Never married,... if she burns the food,8.3
6548,Lesotho,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2.8
6549,Lesotho,F,Marital status,Married or living together,... if she goes out without telling him,11.1
6550,Lesotho,F,Marital status,Never married,... if she goes out without telling him,11.1
6551,Lesotho,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,7.9
6552,Lesotho,F,Marital status,Married or living together,... if she neglects the children,20.5
6553,Lesotho,F,Marital status,Never married,... if she neglects the children,25.1
6554,Lesotho,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,20.1
6555,Lesotho,F,Marital status,Married or living together,... if she refuses to have sex with him,10.9
6556,Lesotho,F,Marital status,Never married,... if she refuses to have sex with him,7.3
6557,Lesotho,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,8.7
6558,Lesotho,F,Residence,Rural,... for at least one specific reason,39.4
6559,Lesotho,F,Residence,Urban,... for at least one specific reason,22.8
6560,Lesotho,F,Residence,Rural,... if she argues with him,29.6
6561,Lesotho,F,Residence,Urban,... if she argues with him,15.8
6562,Lesotho,F,Residence,Rural,... if she burns the food,8.1
6563,Lesotho,F,Residence,Urban,... if she burns the food,3.2
6564,Lesotho,F,Residence,Rural,... if she goes out without telling him,13.5
6565,Lesotho,F,Residence,Urban,... if she goes out without telling him,5.8
6566,Lesotho,F,Residence,Rural,... if she neglects the children,25.6
6567,Lesotho,F,Residence,Urban,... if she neglects the children,15.7
6568,Lesotho,F,Residence,Rural,... if she refuses to have sex with him,12.1
6569,Lesotho,F,Residence,Urban,... if she refuses to have sex with him,4.8
6570,Lesotho,M,Age,15-24,... for at least one specific reason,46.2
6571,Lesotho,M,Age,25-34,... for at least one specific reason,35.8
6572,Lesotho,M,Age,35-49,... for at least one specific reason,31.5
6573,Lesotho,M,Age,15-24,... if she argues with him,29.7
6574,Lesotho,M,Age,25-34,... if she argues with him,22.4
6575,Lesotho,M,Age,35-49,... if she argues with him,22.3
6576,Lesotho,M,Age,15-24,... if she burns the food,8.5
6577,Lesotho,M,Age,25-34,... if she burns the food,3.9
6578,Lesotho,M,Age,35-49,... if she burns the food,5.2
6579,Lesotho,M,Age,15-24,... if she goes out without telling him,15.7
6580,Lesotho,M,Age,25-34,... if she goes out without telling him,14.5
6581,Lesotho,M,Age,35-49,... if she goes out without telling him,16.9
6582,Lesotho,M,Age,15-24,... if she neglects the children,31.7
6583,Lesotho,M,Age,25-34,... if she neglects the children,23.2
6584,Lesotho,M,Age,35-49,... if she neglects the children,18.8
6585,Lesotho,M,Age,15-24,... if she refuses to have sex with him,9.6
6586,Lesotho,M,Age,25-34,... if she refuses to have sex with him,7.9
6587,Lesotho,M,Age,35-49,... if she refuses to have sex with him,10.0
6588,Lesotho,M,Education,Higher,... for at least one specific reason,17.1
6589,Lesotho,M,Education,No education,... for at least one specific reason,52.5
6590,Lesotho,M,Education,Primary,... for at least one specific reason,47.4
6591,Lesotho,M,Education,Secondary,... for at least one specific reason,32.7
6592,Lesotho,M,Education,Higher,... if she argues with him,9.9
6593,Lesotho,M,Education,No education,... if she argues with him,38.2
6594,Lesotho,M,Education,Primary,... if she argues with him,32.8
6595,Lesotho,M,Education,Secondary,... if she argues with him,18.6
6596,Lesotho,M,Education,Higher,... if she burns the food,1.7
6597,Lesotho,M,Education,No education,... if she burns the food,8.9
6598,Lesotho,M,Education,Primary,... if she burns the food,8.2
6599,Lesotho,M,Education,Secondary,... if she burns the food,4.7
6600,Lesotho,M,Education,Higher,... if she goes out without telling him,4.6
6601,Lesotho,M,Education,No education,... if she goes out without telling him,28.8
6602,Lesotho,M,Education,Primary,... if she goes out without telling him,20.9
6603,Lesotho,M,Education,Secondary,... if she goes out without telling him,9.2
6604,Lesotho,M,Education,Higher,... if she neglects the children,10.4
6605,Lesotho,M,Education,No education,... if she neglects the children,35.9
6606,Lesotho,M,Education,Primary,... if she neglects the children,32.7
6607,Lesotho,M,Education,Secondary,... if she neglects the children,19.8
6608,Lesotho,M,Education,Higher,... if she refuses to have sex with him,2.1
6609,Lesotho,M,Education,No education,... if she refuses to have sex with him,19.7
6610,Lesotho,M,Education,Primary,... if she refuses to have sex with him,13.0
6611,Lesotho,M,Education,Secondary,... if she refuses to have sex with him,4.2
6612,Lesotho,M,Employment,Employed for cash,... for at least one specific reason,32.8
6613,Lesotho,M,Employment,Employed for kind,... for at least one specific reason,46.9
6614,Lesotho,M,Employment,Unemployed,... for at least one specific reason,46.2
6615,Lesotho,M,Employment,Employed for cash,... if she argues with him,20.8
6616,Lesotho,M,Employment,Employed for kind,... if she argues with him,30.9
6617,Lesotho,M,Employment,Unemployed,... if she argues with him,30.8
6618,Lesotho,M,Employment,Employed for cash,... if she burns the food,4.2
6619,Lesotho,M,Employment,Employed for kind,... if she burns the food,8.2
6620,Lesotho,M,Employment,Unemployed,... if she burns the food,8.8
6621,Lesotho,M,Employment,Employed for cash,... if she goes out without telling him,13.2
6622,Lesotho,M,Employment,Employed for kind,... if she goes out without telling him,19.1
6623,Lesotho,M,Employment,Unemployed,... if she goes out without telling him,17.6
6624,Lesotho,M,Employment,Employed for cash,... if she neglects the children,20.9
6625,Lesotho,M,Employment,Employed for kind,... if she neglects the children,34.2
6626,Lesotho,M,Employment,Unemployed,... if she neglects the children,29.5
6627,Lesotho,M,Employment,Employed for cash,... if she refuses to have sex with him,6.0
6628,Lesotho,M,Employment,Employed for kind,... if she refuses to have sex with him,13.8
6629,Lesotho,M,Employment,Unemployed,... if she refuses to have sex with him,11.7
6630,Lesotho,M,Marital status,Married or living together,... for at least one specific reason,34.4
6631,Lesotho,M,Marital status,Never married,... for at least one specific reason,43.6
6632,Lesotho,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,33.7
6633,Lesotho,M,Marital status,Married or living together,... if she argues with him,24.3
6634,Lesotho,M,Marital status,Never married,... if she argues with him,27.3
6635,Lesotho,M,Marital status,"Widowed, divorced, separated",... if she argues with him,21.6
6636,Lesotho,M,Marital status,Married or living together,... if she burns the food,5.2
6637,Lesotho,M,Marital status,Never married,... if she burns the food,7.2
6638,Lesotho,M,Marital status,"Widowed, divorced, separated",... if she burns the food,5.8
6639,Lesotho,M,Marital status,Married or living together,... if she goes out without telling him,16.9
6640,Lesotho,M,Marital status,Never married,... if she goes out without telling him,15.3
6641,Lesotho,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,11.5
6642,Lesotho,M,Marital status,Married or living together,... if she neglects the children,22.7
6643,Lesotho,M,Marital status,Never married,... if she neglects the children,29.6
6644,Lesotho,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,15.8
6645,Lesotho,M,Marital status,Married or living together,... if she refuses to have sex with him,9.4
6646,Lesotho,M,Marital status,Never married,... if she refuses to have sex with him,9.2
6647,Lesotho,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,8.2
6648,Lesotho,M,Residence,Rural,... for at least one specific reason,43.7
6649,Lesotho,M,Residence,Urban,... for at least one specific reason,31.8
6650,Lesotho,M,Residence,Rural,... if she argues with him,29.2
6651,Lesotho,M,Residence,Urban,... if she argues with him,19.5
6652,Lesotho,M,Residence,Rural,... if she burns the food,7.8
6653,Lesotho,M,Residence,Urban,... if she burns the food,3.6
6654,Lesotho,M,Residence,Rural,... if she goes out without telling him,18.7
6655,Lesotho,M,Residence,Urban,... if she goes out without telling him,10.0
6656,Lesotho,M,Residence,Rural,... if she neglects the children,28.6
6657,Lesotho,M,Residence,Urban,... if she neglects the children,21.5
6658,Lesotho,M,Residence,Rural,... if she refuses to have sex with him,11.4
6659,Lesotho,M,Residence,Urban,... if she refuses to have sex with him,5.1
6660,Liberia,F,Age,15-24,... for at least one specific reason,44.3
6661,Liberia,F,Age,25-34,... for at least one specific reason,41.8
6662,Liberia,F,Age,35-49,... for at least one specific reason,40.8
6663,Liberia,F,Age,15-24,... if she argues with him,34.2
